Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],Beta0_1,Beta1,Beta2_1,Beta3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],Beta0_2,Beta1_2,Beta2_2,Beta3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
10040,-28139.9291873607,31801.5406890509,-0.00988453524516662,-2.29448730141079,-2.03029551053407,-2.0614116807192e-07,0.335198762689059,0.610814429610038,0.251006300584288,-0.671969760583672,-0.00237008006958391,3.13059288692938e-05,-0.0011229711223014,-28139.9289388944,31801.5421822439,0,-2.29448609045312,-2.03029707596917,0,0.335198762689059,0.610814429610038,0.251006300584288,-0.671969760583672,-0.00237008006958391,3.13059288692932e-05,-0.0001229711223014
10050,-28162.8667330884,31781.2294580566,-0.00988656044187834,-2.29302185942438,-2.03195047550599,-1.98897786389505e-07,0.341960253088792,0.606569303622253,0.259819607376097,-0.66905204344176,-0.00237033940758755,3.32842264043932e-05,-0.00112219424341894,-28162.8664734903,31781.2309358756,0,-2.29302062970928,-2.03195202147066,0,0.341960253088792,0.606569303622253,0.259819607376097,-0.66905204344176,-0.00237033940758755,3.32842264043926e-05,-0.00012219424341894
10060,-28185.7896184369,31760.9016826912,-0.00988851319444414,-2.29155522349838,-2.03360438297683,-1.91652469015039e-07,0.348672141232188,0.602239285034625,0.268594959486325,-0.666027273636812,-0.00237060042150871,3.52434114849611e-05,-0.00112139880494606,-28185.7893475097,31760.9031453404,0,-2.29155397530367,-2.03360590920826,0,0.348672141232188,0.602239285034625,0.268594959486325,-0.666027273636812,-0.00237060042150871,3.52434114849605e-05,-0.000121398804946055
10070,-28208.6978314704,31740.5573735339,-0.00989039348745873,-2.29008739439208,-2.03525723208429,-1.8440601116485e-07,0.355333380737873,0.597824951314736,0.277331044407688,-0.662895925411123,-0.0023708630994207,3.71832317123239e-05,-0.00112058505002882,-28208.69754902,31740.5588212202,0,-2.29008612799977,-2.03525873832101,0,0.355333380737873,0.597824951314736,0.277331044407688,-0.662895925411123,-0.0023708630994207,3.71832317123233e-05,-0.000120585050028822
10080,-28231.5913602609,31720.1965411726,-0.00989220131361805,-2.28861837286523,-2.03690902196654,-1.77159238100836e-07,0.361942932688823,0.593326892715991,0.286026554499377,-0.659658488899988,-0.00237112742906016,3.91034393751697e-05,-0.00111975322378953,-28231.5910660959,31720.1979741056,0,-2.28861708856169,-2.03691050794852,0,0.361942932688823,0.593326892715991,0.286026554499377,-0.659658488899988,-0.00237112742906016,3.91034393751691e-05,-0.000119753223789523
10090,-28254.4701928878,31699.8191962037,-0.00989393667402648,-2.28714815967811,-2.03855975176221,-1.69913006464603e-07,0.368499765795121,0.588745712218445,0.294680187175572,-0.656315470059565,-0.0023713933978153,4.10037914680748e-05,-0.00111890357327658,-28254.46988682,31699.8206145957,0,-2.28714685775418,-2.03856121723095,0,0.368499765795121,0.588745712218445,0.294680187175572,-0.656315470059565,-0.0023713933978153,4.10037914680742e-05,-0.000118903573276577
10100,-28277.334317438,31679.4253492322,-0.00989559957851699,-2.28567675559148,-2.04020942061037,-1.62668205541824e-07,0.375002856555539,0.584082025467848,0.303290645093868,-0.652867390592537,-0.00237166099271443,4.28840497092578e-05,-0.00111803634741442,-28277.3339992823,31679.4267532983,0,-2.28567543634257,-2.04021086530899,0,0.375002856555539,0.584082025467848,0.303290645093868,-0.652867390592537,-0.00237166099271443,4.28840497092571e-05,-0.000118036347414421
10110,-28300.1837220063,31659.0150108717,-0.00989719004598367,-2.28420416136662,-2.04185802765053,-1.5542575845472e-07,0.381451189417901,0.579336460712936,0.311856636343605,-0.649314787871592,-0.00237193020041476,4.47439805575621e-05,-0.00111715179695335,-28300.1833915807,31659.0164008297,0,-2.28420282509284,-2.0418594513239,0,0.381451189417901,0.579336460712936,0.311856636343605,-0.649314787871592,-0.00237193020041476,4.47439805575615e-05,-0.000117151796953342
10120,-28323.018394695,31638.5881917445,-0.00989870810472567,-2.28273037776533,-2.04350557202265,-1.48186623277883e-07,0.387843756938229,0.574509658740912,0.320376874634064,-0.645658214860734,-0.00237220100719151,4.65833552286704e-05,-0.00111625017441927,-28323.0180518206,31638.5895678149,0,-2.28272902477158,-2.0435069744175,0,0.387843756938229,0.574509658740912,0.320376874634064,-0.645658214860734,-0.00237220100719151,4.65833552286697e-05,-0.00011625017441927
10130,-28345.8383236139,31618.1449024815,-0.00990015379280201,-2.28125540554992,-2.04515205286711,-1.40951794077859e-07,0.394179559938632,0.56960227281116,0.328850079482514,-0.641898240034425,-0.00237247339892732,4.84019497105518e-05,-0.00111533173406354,-28345.8379681151,31618.1462648873,0,-2.281254036146,-2.04515343373215,0,0.394179559938632,0.56960227281116,0.328850079482514,-0.641898240034425,-0.00237247339892732,4.84019497105511e-05,-0.000115331734063537
10140,-28368.6434968805,31597.6851537221,-0.00990152715839638,-2.2797792454832,-2.0467974693247,-1.33722301872764e-07,0.400457607663929,0.564614968587134,0.33727497640209,-0.638035447294585,-0.00237274736110198,5.0199544778145e-05,-0.00111439673181261,-28368.6431285851,31597.686502689,0,-2.27977785998393,-2.04679882841077,0,0.400457607663929,0.564614968587134,0.33727497640209,-0.638035447294585,-0.00237274736110198,5.01995447781443e-05,-0.000114396731812603
10150,-28391.43390262,31577.2089561143,-0.00990282826019108,-2.27830189832854,-2.04844182053664,-1.2649921551082e-07,0.406676917936986,0.559548424066462,0.345650297089466,-0.63407043588546,-0.00237302287878248,5.19759260072791e-05,-0.00111344542521777,-28391.4335213589,31577.2102918707,0,-2.27830049705381,-2.04844315759682,0,0.406676917936986,0.559548424066462,0.345650297089466,-0.63407043588546,-0.00237302287878248,5.19759260072784e-05,-0.000113445425217765
10160,-28414.2095289651,31556.7163203149,-0.00990405716774943,-2.27682336484981,-2.05008510564454,-1.19283642464308e-07,0.412836517312736,0.554403329509213,0.353974779612314,-0.630003820306356,-0.00237329993661337,5.37308837878341e-05,-0.00111247807340484,-28414.2091345728,31556.7176430916,0,-2.27682194812471,-2.05008642043434,0,0.412836517312736,0.554403329509213,0.353974779612314,-0.630003820306356,-0.00237329993661337,5.37308837878334e-05,-0.000112478073404839
10170,-28436.9703640563,31536.2072569889,-0.00990521396190555,-2.27534364581142,-2.05172732379043,-1.12076729539926e-07,0.418935441230877,0.549180387364363,0.362247168596514,-0.625836230222274,-0.0023735785188075,5.54642133361439e-05,-0.00111149493702384,-28436.9699563707,31536.2085670194,0,-2.27534221396632,-2.05172861606791,0,0.418935441230877,0.549180387364363,0.362247168596514,-0.625836230222274,-0.0023735785188075,5.54642133361432e-05,-0.000111494937023838
10180,-28459.7163960416,31515.6817768101,-0.00990629873516094,-2.27386274197832,-2.05336847411672,-1.04879663500435e-07,0.424972734167213,0.543880312194412,0.370466215413091,-0.621568310372443,-0.00237385860913709,5.71757147066431e-05,-0.00111049627819864,-28459.715974904,31515.6830743304,0,-2.27386129534892,-2.05336974364266,0,0.424972734167213,0.543880312194412,0.370466215413091,-0.621568310372443,-0.00237385860913709,5.71757147066425e-05,-0.000110496278198635
10190,-28482.4476130767,31495.139890461,-0.00990731159208677,-2.27238065411601,-2.05500855576621,-9.76936715989167e-08,0.430947449783637,0.538503830598175,0.378630678364866,-0.617200720476761,-0.00237414019092517,5.88651928027606e-05,-0.00110948236047663,-28482.447178332,31495.1411757096,0,-2.27237919304344,-2.05500980230428,0,0.430947449783637,0.538503830598175,0.378630678364866,-0.617200720476761,-0.00237414019092517,5.88651928027599e-05,-0.000109482360476628
10200,-28505.164003325,31474.5816086325,-0.00990825264973109,-2.27089738299054,-2.05664756788208,-9.05200220239122e-08,0.436858651076716,0.533051681131724,0.386739322872776,-0.612734135140178,-0.00237442324703735,6.05324573870615e-05,-0.00110845344877841,-28505.1635548218,31474.5828818502,0,-2.27089590782141,-2.05664879119903,0,0.436858651076716,0.533051681131724,0.386739322872776,-0.612734135140178,-0.00237442324703735,6.05324573870609e-05,-0.000108453448778405
10210,-28527.8655549575,31454.0069420241,-0.00990912203803001,-2.26941292936849,-2.05828550960789,-8.33600242514527e-08,0.44270541052487,0.527524614227484,0.394790921661853,-0.608169243755005,-0.00237470775987398,6.217732309064e-05,-0.00110740980934743,-28527.865092548,31454.0082034543,0,-2.26941144045497,-2.05828670947372,0,0.44270541052487,0.527524614227484,0.394790921661853,-0.608169243755005,-0.00237470775987398,6.21773230906394e-05,-0.000107409809347424
10220,-28550.552256153,31433.4159013439,-0.00990991990022198,-2.26792729401705,-2.05992238008757,-7.6215029307148e-08,0.448486810234138,0.521923392111464,0.40278425494683,-0.603506750401185,-0.00237499371136273,6.3799609421765e-05,-0.0011063517096997,-28550.551779693,31433.4171512323,0,-2.26792579171689,-2.0599235562757,0,0.448486810234138,0.521923392111464,0.40278425494683,-0.603506750401185,-0.00237499371136273,6.37996094217643e-05,-0.000106351709699692
10230,-28573.2240950977,31412.8084973085,-0.00991064639326418,-2.26644047770394,-2.06155817846541,-6.90864299342693e-08,0.45420194208248,0.516248788718632,0.410718110617347,-0.598747373744525,-0.00237528108295147,6.53991407737805e-05,-0.00110527941857348,-28573.223604447,31412.8097359032,0,-2.26643896238054,-2.0615593307529,0,0.45420194208248,0.516248788718632,0.410718110617347,-0.598747373744525,-0.00237528108295147,6.53991407737798e-05,-0.000105279418573481
10240,-28595.8810599857,31392.1847406431,-0.00991130168825016,-2.26495248119747,-2.06319290388608,-6.19756606681142e-08,0.459849907862635,0.510501589606413,0.418591284422734,-0.593891846932905,-0.00237556985560165,6.69757464322636e-05,-0.00110419320587905,-28595.8805550078,31392.1859681945,0,-2.26495095321992,-2.0631940320538,0,0.459849907862635,0.510501589606413,0.418591284422734,-0.593891846932905,-0.00237556985560165,6.69757464322629e-05,-0.00010419320587905
10250,-28618.5231390188,31371.5446420814,-0.00991188597082776,-2.26346330526656,-2.06482655549459,-5.48841978162465e-08,0.465429819423486,0.504682591866323,0.426402580156335,-0.588940917490484,-0.00237586000978195,6.85292605814412e-05,-0.00110309334264841,-28618.5226195812,31371.5458588422,0,-2.26346176500963,-2.06482765932743,0,0.465429819423486,0.504682591866323,0.426402580156335,-0.588940917490484,-0.00237586000978195,6.85292605814405e-05,-0.000103093342648407
10260,-28641.1503204063,31350.8882123658,-0.00991239944161629,-2.26197295068068,-2.06645913243629,-4.78135593431243e-08,0.470940798809928,0.498792604033701,0.434150809839357,-0.583895347209906,-0.00237615152546243,7.00595223098681e-05,-0.0011019801009851,-28641.1497863805,31350.8894185909,0,-2.26197139852489,-2.0664602117234,0,0.470940798809928,0.498792604033701,0.434150809839357,-0.583895347209906,-0.00237615152546243,7.00595223098675e-05,-0.000101980100985095
10270,-28663.7625923655,31330.2154622471,-0.00991284231662219,-2.26048141820993,-2.06809063385691,-4.07653046606177e-08,0.47638197840123,0.492832445995578,0.44183479390421,-0.578755912042522,-0.00237644438210907,7.15663756153683e-05,-0.00110085375401403,-28663.7620436267,31330.2166581935,0,-2.26047985454153,-2.06809168839186,0,0.47638197840123,0.492832445995578,0.44183479390421,-0.578755912042522,-0.00237644438210907,7.15663756153676e-05,-0.000100853754014027
10280,-28686.359943121,31309.5264024847,-0.00991321482765198,-2.25898870862502,-2.0697210589025,-3.37410343216324e-08,0.481752501047843,0.486802948896636,0.449453361377304,-0.573523401986641,-0.00237673855867869,7.30496694092413e-05,-0.00109971457583136,-28686.3593795489,31309.5275884116,0,-2.25898713383601,-2.06972208848353,0,0.481752501047843,0.486802948896636,0.449453361377304,-0.573523401986641,-0.00237673855867869,7.30496694092407e-05,-9.97145758313531e-05
10290,-28708.9423609055,31288.8210438466,-0.0099135172227218,-2.25749482269724,-2.07135040671946,-2.67423896193154e-08,0.487051520206677,0.480704955043283,0.457005350061289,-0.568198620973827,-0.00237703403361431,7.45092575197364e-05,-0.00109856284145439,-28708.9417823836,31288.8222200153,0,-2.25749323718538,-2.07135141114968,0,0.487051520206677,0.480704955043283,0.457005350061289,-0.568198620973827,-0.00237703403361431,7.45092575197358e-05,-9.85628414543819e-05
10300,-28731.5098339591,31268.0993971091,-0.00991374976646242,-2.25599976119856,-2.07297867645452,-1.97710520906906e-08,0.492278200074794,0.474539317805815,0.464489606716691,-0.562782386753253,-0.00237733078484093,7.59449986947951e-05,-0.00109739882677155,-28731.5092403754,31268.1005637829,0,-2.25599816536732,-2.07297965554215,0,0.492278200074794,0.474539317805815,0.464489606716691,-0.562782386753253,-0.00237733078484093,7.59449986947945e-05,-9.73988267715508e-05
10310,-28754.0623505299,31247.3614730574,-0.00991391274051872,-2.25450352490154,-2.07460586725477,-1.28287429243368e-08,0.497431715721518,0.468306901518683,0.471904987242931,-0.557275530774111,-0.00237762878976171,7.73567566040654e-05,-0.00109622280849246,-28754.0617417763,31247.3626305015,0,-2.25450191916009,-2.07460682081335,0,0.497431715721518,0.468306901518683,0.471904987242931,-0.557275530774111,-0.00237762878976171,7.73567566040647e-05,-9.62228084924561e-05
10320,-28776.5998988735,31226.6072824849,-0.00991400644394297,-2.25300611457942,-2.0762319782676,-5.91722227470645e-09,0.502511253218948,0.462008581378844,0.479250356858689,-0.551678898066121,-0.00237792802525465,7.87443998401886e-05,-0.00109503506409795,-28776.5992748465,31226.6084309665,0,-2.25300449934261,-2.07623290611624,0,0.502511253218948,0.462008581378844,0.479250356858689,-0.551678898066121,-0.00237792802525465,7.8744399840188e-05,-9.50350640979436e-05
10330,-28799.1224672533,31205.8368361937,-0.00991403119358053,-2.25150753100605,-2.07785700864075,9.6171151954651e-10,0.507516009770845,0.455645243342205,0.486524590281574,-0.545993347118121,-0.0023782284676696,8.01078019193615e-05,-0.00109383587179027,-28799.1218278537,31205.8379759819,0,-2.25150590669437,-2.07785791060433,0,0.507516009770845,0.455645243342205,0.486524590281574,-0.545993347118121,-0.0023782284676696,8.01078019193609e-05,-9.38358717902663e-05
10340,-28821.6300439405,31185.0501449943,-0.0099139873244475,-2.25000777495598,-2.0794809575223,7.80622280912165e-09,0.512445193839876,0.449217784018143,0.493726571907094,-0.540219749754773,-0.00237853009282578,8.14468412811746e-05,-0.00109262551044332,-28821.6293890736,31185.05127636,0,-2.25000614199549,-2.07948183343172,0,0.512445193839876,0.449217784018143,0.493726571907094,-0.540219749754773,-0.00237853009282578,8.14468412811739e-05,-9.26255104433136e-05
10350,-28844.1226172141,31164.247219706,-0.00991387519009905,-2.24850684720441,-2.08110382406064,1.46144396010912e-08,0.517298025273221,0.442727110562114,0.500855195986869,-0.534358991011382,-0.00237883287600972,8.2761401287729e-05,-0.00109140425955292,-28844.1219467894,31164.2483429216,0,-2.2485052060267,-2.08110467375305,0,0.517298025273221,0.442727110562114,0.500855195986869,-0.534358991011382,-0.00237883287600972,8.27614012877284e-05,-9.14042595529162e-05
10360,-28866.6001753607,31143.4280711563,-0.00991369516298761,-2.24700474852724,-2.0827256074045,2.13844546177314e-08,0.522073735426492,0.436174140566339,0.507909366806069,-0.528411969006856,-0.00237913679197362,8.4051370222034e-05,-0.00109017239918724,-28866.5994892925,31143.4291864961,0,-2.24700309956933,-2.08272643072353,0,0.522073735426492,0.436174140566339,0.507909366806069,-0.528411969006856,-0.00237913679197362,8.40513702220333e-05,-9.01723991872321e-05
