Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],Beta0_1,Beta1,Beta2_1,Beta3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],Beta0_2,Beta1_2,Beta2_2,Beta3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
14170,-36236.4582610874,22138.5046584911,-0.00946406763271481,-1.5972953588292,-2.61446199643826,-2.02583073876854e-07,0.3654967902477,-0.571386109703414,0.569205929162129,0.464687658716373,-0.00240303105552604,-3.29768612870352e-05,-0.00103307494131316,-36236.4574264892,22138.5077783463,0,-1.59729638846944,-2.61446233552137,0,0.3654967902477,-0.571386109703414,0.569205929162129,0.464687658716373,-0.00240303105552604,-3.29768612870358e-05,-3.30749413131555e-05
14180,-36252.4217793847,22112.3542780375,-0.00946611311758207,-1.59540861217475,-2.61561374789127,-2.0650193386581e-07,0.358772676313163,-0.576163149497259,0.563013318458431,0.471523271038573,-0.00240303404922864,-3.23037465199323e-05,-0.00103321000937916,-36252.4209572946,22112.3573950068,0,-1.59540963410634,-2.61561410548661,0,0.358772676313163,-0.576163149497259,0.563013318458431,0.471523271038573,-0.00240303404922864,-3.23037465199329e-05,-3.32100093791604e-05
14190,-36268.3664260661,22086.1923868852,-0.00946819742970109,-1.59352103538565,-2.61676413789472,-2.10348287222262e-07,0.351990206322797,-0.580854377836565,0.556736737298964,0.478283693787104,-0.00240303813961574,-3.16304909848281e-05,-0.0010333375918015,-36268.365616403,22086.1955007752,0,-1.59352204923291,-2.61676451385662,0,0.351990206322797,-0.580854377836565,0.556736737298964,0.478283693787104,-0.00240303813961574,-3.16304909848287e-05,-3.33375918015006e-05
14200,-36284.2921928352,22060.0189986514,-0.00947031983694128,-1.59163262944115,-2.61791316585728,-2.14120725695101e-07,0.345150419385172,-0.585459056192582,0.550377148208893,0.484967912598119,-0.00240304332152555,-3.09572225174592e-05,-0.00103345770768887,-36284.2913955142,22060.0221092704,0,-1.59163363483175,-2.61791356003252,0,0.345150419385172,-0.585459056192582,0.550377148208893,0.484967912598119,-0.00240304332152555,-3.09572225174598e-05,-3.34577076888706e-05
14210,-36300.1990714057,22033.8341269596,-0.00947247959322794,-1.58974339532079,-2.61906083118825,-2.17817868750851e-07,0.338254363681931,-0.589976459006819,0.543935526042927,0.491574924885629,-0.00240304958966802,-3.02840682149143e-05,-0.0010335703774342,-36300.1982863378,22033.8372341172,0,-1.58974439188592,-2.61906124341618,0,0.338254363681931,-0.589976459006819,0.543935526042927,0.491574924885629,-0.00240304958966802,-3.02840682149149e-05,-3.35703774341999e-05
14220,-36316.0870535007,22007.6377854388,-0.00947467593882059,-1.58785333400439,-2.62020713329761,-2.21438363804785e-07,0.331303096308032,-0.594405873800064,0.537412857843125,0.498103739991558,-0.00240305693862618,-2.9611154416673e-05,-0.00103367562270339,-36316.0862805934,22007.6408889467,0,-1.58785432137887,-2.62020756341015,0,0.331303096308032,-0.594405873800064,0.537412857843125,0.498103739991558,-0.00240305693862618,-2.96111544166736e-05,-3.36756227033886e-05
14230,-36331.9561308534,21981.4299877243,-0.00947690810059362,-1.58596244647208,-2.62135207159593,-2.24980886451934e-07,0.324297683110579,-0.598746601279645,0.530810142694977,0.504553379333963,-0.00240306536285734,-2.89386066858907e-05,-0.00103377346642389,-36331.9553700101,21981.4330873956,0,-1.58596342429451,-2.62135251941772,0,0.324297683110579,-0.598746601279645,0.530810142694977,0.504553379333963,-0.00240306536285734,-2.89386066858913e-05,-3.37734664238868e-05
14240,-36347.8062952066,21955.210747457,-0.00947917529231922,-1.58407073370426,-2.62249564549445,-2.28444140698244e-07,0.317239198526256,-0.602997955444907,0.524128391581756,0.510922876553401,-0.00240307485669436,-2.82665497909328e-05,-0.00103386393277312,-36347.8055463273,21955.2138431069,0,-1.58407170161717,-2.62249611084285,0,0.317239198526256,-0.602997955444907,0.524128391581756,0.510922876553401,-0.00240307485669436,-2.82665497909334e-05,-3.38639327731193e-05
14250,-36363.637538313,21928.9800782837,-0.00948147671495265,-1.58217819668164,-2.62363785440502,-2.31826859193189e-07,0.310128725417409,-0.607159263690899,0.517368627237167,0.517211277657427,-0.00240308541434685,-2.75951076871594e-05,-0.00103394704716676,-36363.6368012938,21928.9831697293,0,-1.58217915433161,-2.62363833709025,0,0.310128725417409,-0.607159263690899,0.517368627237167,0.517211277657427,-0.00240308541434685,-2.759510768716e-05,-3.39470471667588e-05
14260,-36379.4498519351,21902.7379938573,-0.00948381155691987,-1.58028483638522,-2.62477869774016,-2.35127803462595e-07,0.302967354906776,-0.611229866910246,0.510531883996317,0.523417641163197,-0.00240309702990234,-2.692440349896e-05,-0.00103402283624685,-36379.4491266685,21902.7410809177,0,-1.58028578342303,-2.62477919756531,0,0.302967354906776,-0.611229866910246,0.510531883996317,0.523417641163197,-0.00240309702990234,-2.69244034989606e-05,-3.40228362468506e-05
14270,-36395.2432278451,21876.4845078362,-0.00948617899440746,-1.5783906537963,-2.62591817491298,-2.38345764144498e-07,0.295756186210914,-0.615209119593209,0.503619207644998,0.529541038238161,-0.00240310969732752,-2.62545595020431e-05,-0.00103409132786979,-36395.2425142201,21876.4875903326,0,-1.57839158987704,-2.62591869167415,0,0.295756186210914,-0.615209119593209,0.503619207644998,0.529541038238161,-0.00240310969732752,-2.62545595020437e-05,-3.4091327869792e-05
14280,-36411.0176578253,21850.219633885,-0.00948857819165493,-1.57649564989647,-2.62705628533725,-2.41479561226773e-07,0.288496326472327,-0.619096389925891,0.496631655267334,0.535580552838814,-0.00240312341046932,-2.5585697105978e-05,-0.00103415255109417,-36411.0169557272,21850.2227116407,0,-1.5764965746797,-2.62705681882359,0,0.288496326472327,-0.619096389925891,0.496631655267334,0.535580552838814,-0.00240312341046932,-2.55856971059786e-05,-3.41525510941682e-05
14290,-36426.7731336675,21823.9433856741,-0.0094910083012494,-1.5745998256676,-2.62819302842735,-2.44528044287052e-07,0.281188890590343,-0.62289105988661,0.489570295091778,0.541535281847506,-0.00240313816305607,-2.49179368369939e-05,-0.00103420653616845,-36426.7724429782,21823.9464585146,0,-1.57460073881746,-2.62819357842118,0,0.281188890590343,-0.62289105988661,0.489570295091778,0.541535281847506,-0.00240313816305607,-2.49179368369946e-05,-3.42065361684488e-05
14300,-36442.5096471734,21797.6557768795,-0.00949346846442276,-1.57270318209189,-2.6293284035983,-2.47490092735601e-07,0.273835001050738,-0.626592525340389,0.482436206335496,0.547404335207269,-0.00240315394869861,-2.42513983210346e-05,-0.00103425331451855,-36442.5089677713,21797.6588446328,0,-1.57270408327725,-2.62932896987515,0,0.273835001050738,-0.626592525340389,0.482436206335496,0.547404335207269,-0.00240315394869861,-2.42513983210353e-05,-3.42533145185466e-05
14310,-36458.2271901547,21771.3568211834,-0.00949595781135115,-1.57080572015181,-2.63046241026574,-2.50364616062202e-07,0.266435787754165,-0.630200196131576,0.475230479047148,0.553186836054654,-0.00240317076089143,-2.35862002670715e-05,-0.00103429291873525,-36458.2265219147,21771.3598836796,0,-1.57080660904639,-2.63046299259448,0,0.266435787754165,-0.630200196131576,0.475230479047148,0.553186836054654,-0.00240317076089143,-2.35862002670721e-05,-3.42929187352431e-05
14320,-36473.9257544327,21745.0465322735,-0.00949847546145709,-1.56890744083015,-2.63159504784593,-2.53150554085827e-07,0.258992387843386,-0.63371349617457,0.467954213948086,0.558881920850561,-0.00240318859301366,-2.29224604506756e-05,-0.00103432538256148,-36473.9250972265,21745.0495893453,0,-1.56890831711263,-2.63159564598883,0,0.258992387843386,-0.63371349617457,0.467954213948086,0.558881920850561,-0.00240318859301366,-2.29224604506762e-05,-3.43253825614813e-05
14330,-36489.6053318387,21718.7249238437,-0.00950102052371395,-1.56700834510999,-2.63272631575578,-2.55846877209025e-07,0.251505945529345,-0.637131863542636,0.460608522271984,0.564488739509033,-0.00240320743833024,-2.22602956978503e-05,-0.00103435074087953,-36489.6046855346,21718.7279753262,0,-1.56700920846416,-2.6327269294686,0,0.251505945529345,-0.637131863542636,0.460608522271984,0.564488739509033,-0.00240320743833024,-2.22602956978509e-05,-3.43507408795312e-05
14340,-36505.2659142136,21692.3920095933,-0.00950359209695314,-1.5651084339747,-2.63385621341277,-2.58452586675539e-07,0.243977611916119,-0.640454750554796,0.453194525602923,0.570006455524009,-0.00240322728999289,-2.15998218691246e-05,-0.00103436902969803,-36505.2652786767,21692.3950553243,0,-1.56510928408958,-2.63385684244487,0,0.243977611916119,-0.640454750554796,0.453194525602923,0.570006455524009,-0.00240322728999289,-2.15998218691252e-05,-3.43690296980286e-05
14350,-36520.9074934084,21666.0478032277,-0.0095061892701738,-1.56320770840797,-2.63498474023505,-2.60966714832155e-07,0.236408544824749,-0.643681623860795,0.445713355711948,0.575434246093999,-0.00240324814104119,-2.09411538439096e-05,-0.00103438028613889,-36520.9068685006,21666.0508430476,0,-1.56320854497792,-2.63498538432946,0,0.236408544824749,-0.643681623860795,0.445713355711948,0.575434246093999,-0.00240324814104119,-2.09411538439102e-05,-3.43802861388921e-05
14360,-36536.5300612839,21639.6923184582,-0.00950881112285517,-1.56130616939378,-2.63611189564136,-2.63388325396247e-07,0.228799908616004,-0.646811964524112,0.438166154392113,0.580771302244691,-0.00240326998440361,-2.02844055051171e-05,-0.00103438454842412,-36536.5294468638,21639.69535221,0,-1.56130699211864,-2.63611255453491,0,0.228799908616004,-0.646811964524112,0.438166154392113,0.580771302244691,-0.00240326998440361,-2.02844055051177e-05,-3.43845484241195e-05
14370,-36552.1336097104,21613.3255690016,-0.00951145672527163,-1.55940381791642,-2.63723767905106,-2.65716513727195e-07,0.221152874012083,-0.649845268103009,0.430554073292036,0.586016828949442,-0.00240329281289847,-1.96296897240439e-05,-0.00103438185586247,-36552.1330056338,21613.3285965311,0,-1.55940462650162,-2.63723835247444,0,0.221152874012083,-0.649845268103009,0.430554073292036,0.586016828949442,-0.00240329281289847,-1.96296897240445e-05,-3.43818558624667e-05
14380,-36567.7181305686,21586.9475685807,-0.00951412513881052,-1.55750065496047,-2.63836208988414,-2.67950407101307e-07,0.213468617917299,-0.652781044729612,0.422878273747984,0.591170045247659,-0.00240331661923504,-1.89771183455201e-05,-0.00103437224883602,-36567.717536688,21586.9505897366,0,-1.55750144911716,-2.63836277756202,0,0.213468617917299,-0.652781044729612,0.422878273747984,0.591170045247659,-0.00240331661923504,-1.89771183455208e-05,-3.43722488360137e-05
14390,-36583.2836157485,21560.5583309241,-0.0095168154162927,-1.55559668151084,-2.63948512756118,-2.70089164993864e-07,0.205748323237763,-0.655618819186999,0.415139926614504,0.596230184361038,-0.00240334139601443,-1.83268021733241e-05,-0.00103435576878662,-36583.2830319135,21560.561345558,0,-1.55559746095598,-2.63948582921232,0,0.205748323237763,-0.655618819186999,0.415139926614504,0.596230184361038,-0.00240334139601443,-1.83268021733247e-05,-3.43557687866179e-05
14400,-36598.8300571503,21534.1578697661,-0.00951952660229596,-1.55369189855271,-2.64060679150338,-2.72131979364183e-07,0.197993178700098,-0.658358130984289,0.407340212093626,0.601196493807661,-0.00240336713573063,-1.76788509558637e-05,-0.00103433245820226,-36598.8294832078,21534.1608777325,0,-1.55369266300922,-2.64060750684071,0,0.197993178700098,-0.658358130984289,0.407340212093626,0.601196493807661,-0.00240336713573063,-1.76788509558643e-05,-3.43324582022595e-05
14410,-36614.357446684,21507.7461988468,-0.00952225773348131,-1.55178630707159,-2.64172708113256,-2.74078074945943e-07,0.190204378669209,-0.660998534429725,0.399480319562645,0.606068235513909,-0.00240339383077151,-1.7033373372126e-05,-0.00103430236060328,-36614.3568824777,21507.7492000032,0,-1.55178705626847,-2.6417278098633,0,0.190204378669209,-0.660998534429725,0.399480319562645,0.606068235513909,-0.00240339383077151,-1.70333733721267e-05,-3.4302360603281e-05
14420,-36629.8657762693,21481.3233319122,-0.00952500783892219,-1.5498799080533,-2.64284599587114,-2.75926709542121e-07,0.182383122965142,-0.663539598701721,0.391561447400524,0.610844685924211,-0.00240342147341972,-1.63904770178946e-05,-0.00103426552052853,-36629.8652216405,21481.3263261192,0,-1.54988064172571,-2.6428467376969,0,0.182383122965142,-0.663539598701721,0.391561447400524,0.610844685924211,-0.00240342147341972,-1.63904770178952e-05,-3.42655205285239e-05
14430,-36645.355037836,21454.8892827139,-0.00952777594043669,-1.54797270248396,-2.64396353514214,-2.77677174325695e-07,0.174530616679053,-0.665980907917884,0.383584802812914,0.615525136108573,-0.0024034500558537,-1.57502683922358e-05,-0.00103422198352137,-36645.3544926229,21454.8922698352,0,-1.54797342037334,-2.64396428975906,0,0.174530616679053,-0.665980907917884,0.383584802812914,0.615525136108573,-0.0024034500558537,-1.57502683922364e-05,-3.42219835213659e-05
14440,-36660.8252233234,21428.4440650094,-0.00953056105292271,-1.54606469134999,-2.6450796983692,-2.79328794142686e-07,0.16664806998832,-0.668322061201977,0.375551601655834,0.620108891867909,-0.00240347957014866,-1.51128528842555e-05,-0.00103417179611566,-36660.8246873619,21428.4470449118,0,-1.54606539320419,-2.645080465468,0,0.16664806998832,-0.668322061201977,0.375551601655834,0.620108891867909,-0.00240347957014866,-1.51128528842562e-05,-3.41717961156596e-05
14450,-36676.2763246811,21401.9876925618,-0.00953336218469629,-1.54415587563813,-2.64619448497656,-2.80880927821505e-07,0.158736697970825,-0.670562672748827,0.36746306825801,0.624595273837128,-0.00240351000827748,-1.44783347601257e-05,-0.00103411500582158,-36676.2757978042,21401.9906651156,0,-1.54415656121152,-2.6461952642427,0,0.158736697970825,-0.670562672748827,0.36746306825801,0.624595273837128,-0.00240351000827748,-1.44783347601263e-05,-3.41150058215786e-05
14460,-36691.7083338682,21375.5201791402,-0.00953617833783295,-1.54224625633544,-2.64730789438904,-2.82332968486158e-07,0.150797720418432,-0.672702371887156,0.359320435241916,0.62898361758599,-0.00240354136211168,-1.38468171503814e-05,-0.00103405166111137,-36691.7078159067,21375.5231442187,0,-1.54224692538899,-2.64730868550284,0,0.150797720418432,-0.672702371887156,0.359320435241916,0.62898361758599,-0.00240354136211168,-1.3846817150382e-05,-3.40516611113709e-05
14470,-36707.1212428538,21349.0415385192,-0.00953900850851225,-1.54033583442926,-2.64841992603209,-2.83684343872612e-07,0.142832361649692,-0.67474080314033,0.351124943343523,0.633273273717691,-0.00240357362342242,-1.32184020374899e-05,-0.00103398181140503,-36707.1207336359,21349.0444959992,0,-1.5403364867307,-2.64842072866881,0,0.142832361649692,-0.67474080314033,0.351124943343523,0.633273273717691,-0.00240357362342242,-1.32184020374905e-05,-3.39818114050236e-05
14480,-36722.5150436171,21322.5517844792,-0.00954185168736552,-1.53842461090729,-2.64953057933174,-2.8493451664977e-07,0.134841850321807,-0.676677626285015,0.342877841230784,0.637463607965182,-0.00240360678388136,-1.25931902436916e-05,-0.00103390550705585,-36722.5145429685,21322.5547342409,0,-1.53842524623113,-2.64953139316173,0,0.134841850321807,-0.676677626285015,0.342877841230784,0.637463607965182,-0.00240360678388136,-1.25931902436922e-05,-3.3905507055843e-05
14490,-36737.8897281467,21296.0509308064,-0.00954470685982676,-1.53651258675749,-2.65063985371461,-2.86082984743467e-07,0.126827419241873,-0.678512516407714,0.334580385320877,0.641554001285201,-0.00240364083506169,-1.19712814191128e-05,-0.00103382279933595,-36737.889235891,21296.0538727334,0,-1.53651320488522,-2.65064067840344,0,0.126827419241873,-0.678512516407714,0.334580385320877,0.641554001285201,-0.00240364083506169,-1.19712814191134e-05,-3.38227993359501e-05
14500,-36753.2452884416,21269.5389912928,-0.0095475730064869,-1.53459976296818,-2.65174774860794,-2.87129281664061e-07,0.118790305177435,-0.680245163959202,0.326233839596225,0.645543849950006,-0.00240367576843903,-1.13527740301517e-05,-0.0010337337404217,-36753.2448044,21269.5419252722,0,-1.53460036368831,-2.65174858381648,0,0.118790305177435,-0.680245163959202,0.326233839596225,0.645543849950006,-0.00240367576843903,-1.13527740301523e-05,-3.37337404216968e-05
14510,-36768.5817165102,21243.015979736,-0.00955044910345127,-1.53268614052798,-2.65285426343954,-2.88072976836042e-07,0.110731748666391,-0.681875274806816,0.317839475419319,0.649432565636791,-0.00240371157539239,-1.07377653481374e-05,-0.00103363838337901,-36768.581240502,21243.0189056585,0,-1.53268672363614,-2.65285510882412,0,0.110731748666391,-0.681875274806816,0.317839475419319,0.649432565636791,-0.00240371157539239,-1.0737765348138e-05,-3.36383833790048e-05
14520,-36783.8990043712,21216.4819099392,-0.0095533341227004,-1.53077172042581,-2.65395939763781,-2.88913675930732e-07,0.102652993826255,-0.683402570284619,0.309398571346368,0.65321957551478,-0.00240374824720514,-1.01263514382622e-05,-0.00103353678214863,-36783.8985362132,21216.484827699,0,-1.53077228572489,-2.65396025285036,0,0.102652993826255,-0.683402570284619,0.309398571346368,0.65321957551478,-0.00240374824720514,-1.01263514382629e-05,-3.35367821486292e-05
14530,-36799.1971440529,21189.9367957116,-0.00955622703245415,-1.52885650365093,-2.65506315063176,-2.89651021201324e-07,0.0945552881628317,-0.684826787241401,0.300912412939787,0.656904322329987,-0.00240378577506594,-9.5186271487881e-06,-0.00103342899153135,-36799.1966835602,21189.9397052067,0,-1.52885705095115,-2.65506401531989,0,0.0945552881628317,-0.684826787241401,0.300912412939787,0.656904322329987,-0.00240378577506594,-9.5186271487887e-06,-3.3428991531351e-05
14540,-36814.4761275935,21163.380650868,-0.00955912679753923,-1.52694049119292,-2.65616552185096,-2.9028469181772e-07,0.0864398823783102,-0.686147678086531,0.292382292579569,0.660486264487613,-0.00240382415006973,-8.91468610052647e-06,-0.0010333150671731,-36814.4756745794,21163.3835519997,0,-1.52694102031191,-2.65616639565814,0,0.0864398823783102,-0.686147678086531,0.292382292579569,0.660486264487613,-0.00240382415006973,-8.91468610052708e-06,-3.33150671731004e-05
14550,-36829.7359470414,21136.8134892287,-0.00956203237976002,-1.52502368404167,-2.65726651072558,-2.90814404205009e-07,0.0783080301788239,-0.687365010833625,0.283809509273538,0.663964876132101,-0.00240386336321865,-8.31462067659301e-06,-0.00103319506555002,-36829.7355013169,21136.8163819025,0,-1.5250241948046,-2.65726739329127,0,0.0783080301788239,-0.687365010833625,0.283809509273538,0.663964876132101,-0.00240386336321865,-8.31462067659362e-06,-3.31950655500137e-05
14560,-36844.9765944546,21110.2353246199,-0.00956494273827286,-1.5231060831874,-2.65836611668638,-2.91239912380144e-07,0.0701609880814929,-0.688478569142044,0.275195368466529,0.667339647224803,-0.00240390340542307,-7.71852201243631e-06,-0.00103306904395343,-36844.9761558292,21110.2382087448,0,-1.52310657542703,-2.65836700764612,0,0.0701609880814929,-0.688478569142044,0.275195368466529,0.667339647224803,-0.00240390340542307,-7.71852201243692e-06,-3.30690439534266e-05
14570,-36860.198061901,21083.6461708736,-0.00956785682996361,-1.52118768962065,-2.65946433916468,-2.91561008290177e-07,0.062000015220985,-0.689488152356197,0.266541181848502,0.670610083619266,-0.00240394426750252,-7.12647998614126e-06,-0.00103293706047481,-36860.1976301826,21083.6490463624,0,-1.52118816317746,-2.6594652381503,0,0.062000015220985,-0.689488152356197,0.266541181848502,0.670610083619266,-0.00240394426750252,-7.12647998614187e-06,-3.2937060474808e-05
14580,-36875.4003414586,21057.0460418271,-0.00957077360982866,-1.51926850433228,-2.6605611775924,-2.91777522149627e-07,0.0538263731556249,-0.690393575542646,0.257848267161627,0.673775707134131,-0.00240398594018669,-6.53858320900712e-06,-0.00103279917399064,-36875.3999164532,21057.0489085966,0,-1.51926895905454,-2.66056208423209,0,0.0538263731556249,-0.690393575542646,0.257848267161627,0.673775707134131,-0.00240398594018669,-6.53858320900773e-06,-3.2799173990634e-05
14590,-36890.5834252152,21030.4349513238,-0.00957369203135929,-1.51734852831349,-2.66165663140203,-2.91889322776226e-07,0.0456413256730782,-0.691194669524993,0.249117948006355,0.676836055623622,-0.00240402841411643,-5.95491901640025e-06,-0.00103265544414721,-36890.5830067274,21030.4378092944,0,-1.51734896405733,-2.66165754532054,0,0.0456413256730782,-0.691194669524993,0.249117948006355,0.676836055623622,-0.00240402841411643,-5.95491901640085e-06,-3.26554441472087e-05
14600,-36905.7473052684,21003.8129132124,-0.00957661104692935,-1.5154277625558,-2.66275070002662,-2.91896317925285e-07,0.037446138595642,-0.691891280916563,0.240351553646506,0.679790683045616,-0.00240407167984474,-5.37557345888154e-06,-0.00103250593134543,-36905.7468931014,21003.8157623087,0,-1.51542817918532,-2.66275162084539,0,0.037446138595642,-0.691891280916563,0.240351553646506,0.679790683045616,-0.00240407167984474,-5.37557345888215e-06,-3.25059313454314e-05
14610,-36920.8919737259,20977.1799413476,-0.00957952960818634,-1.51350620805106,-2.66384338289983,-2.91798454622524e-07,0.0292420795851721,-0.692483272150844,0.231550418813398,0.682639159527297,-0.00240411572783781,-4.80063129360869e-06,-0.00103235069672552,-36920.8915676815,20977.182781498,0,-1.51350660543838,-2.6638443102371,0,0.0292420795851721,-0.692483272150844,0.231550418813398,0.682639159527297,-0.00240411572783781,-4.8006312936093e-06,-3.23506967255146e-05
14620,-36936.0174227052,20950.5360495895,-0.00958244666644571,-1.51158386579147,-2.66493467945585,-2.91595719492406e-07,0.0210304179476752,-0.692970521509704,0.222715883509032,0.685381071428374,-0.002404160548476,-4.23017597601304e-06,-0.00103218980215166,-36936.0170225839,20950.5388807263,0,-1.51158424381684,-2.66493561292686,0,0.0210304179476752,-0.692970521509704,0.222715883509032,0.685381071428374,-0.002404160548476,-4.23017597601365e-06,-3.21898021516552e-05
14630,-36951.1236443339,20923.881251804,-0.00958536117308854,-1.50966073676953,-2.66602458912947,-2.91288139083622e-07,0.012812424437597,-0.693352923149355,0.213849292808376,0.688016021401851,-0.0024042061320549,-3.66428965175109e-06,-0.00103202331019666,-36951.1232499349,20923.8840738636,0,-1.50966109532139,-2.66602552834659,0,0.012812424437597,-0.693352923149355,0.213849292808376,0.688016021401851,-0.0024042061320549,-3.6642896517517e-06,-3.20233101966615e-05
14640,-36966.2106307492,20897.2155618626,-0.00958827207996234,-1.50773682197811,-2.66711311135604,-2.90875780190365e-07,0.00458937106183575,-0.693630387124066,0.204951996660763,0.690543628452353,-0.00240425246878639,-3.10305314893041e-06,-0.00103185128412654,-36966.2102418708,20897.2183747855,0,-1.50773716095315,-2.66711405592893,0,0.00458937106183575,-0.693630387124066,0.204951996660763,0.690543628452353,-0.00240425246878639,-3.10305314893102e-06,-3.18512841265385e-05
14650,-36981.2783740985,20870.5389936424,-0.00959117833978511,-1.50581212241039,-2.66820024557147,-2.90358750167645e-07,0.00363746911648728,0.693802839407618,-0.19602534969042,-0.692963527991987,-0.00240429954879965,-2.54654597060998e-06,-0.00103167378788504,-36981.2779905378,20870.5417973731,0,-1.50581244171366,-2.66820119510722,0,0.00363746911648728,0.693802839407618,-0.19602534969042,-0.692963527991987,-0.00240429954879965,-2.54654597061059e-06,-3.16737878850353e-05
14660,-36996.326866539,20843.8515610262,-0.00959407890655249,-1.50388663905991,-2.66928599121223,-2.89737197242284e-07,0.0118668221744739,0.693870221912487,-0.187070710996182,-0.69527537189374,-0.00240434736214231,-1.99484628757454e-06,-0.00103149088607816,-36996.3264880922,20843.8543555133,0,-1.50388693860486,-2.66928694531555,0,0.0118668221744739,0.693870221912487,-0.187070710996182,-0.69527537189374,-0.00240434736214231,-1.99484628757515e-06,-3.14908860781553e-05
14670,-37011.3561002379,20817.1532779025,-0.00959697273594803,-1.50196037292055,-2.67037034771537,-2.89011310815148e-07,0.0200974135260772,0.693832492506752,-0.17808944395038,-0.697478828542396,-0.00240439589878144,-1.44803093138292e-06,-0.00103130264395864,-37011.3557267003,20817.1560630986,0,-1.50196065262908,-2.67037130598872,0,0.0200974135260772,0.693832492506752,-0.17808944395038,-0.697478828542396,-0.00240439589878144,-1.44803093138353e-06,-3.13026439586348e-05
14680,-37026.3660673724,20790.4441581652,-0.00959985878575639,-1.50003332498651,-2.67145331451849,-2.88181321757958e-07,0.0283279681188849,0.693689625028724,-0.169082915996963,-0.699573582882979,-0.00240444514860474,-9.06175387689903e-07,-0.00103110912741039,-37026.3656985385,20790.4469340272,0,-1.50003358478909,-2.67145427656225,0,0.0283279681188849,0.693689625028724,-0.169082915996963,-0.699573582882979,-0.00240444514860474,-9.06175387690512e-07,-3.11091274103889e-05
14690,-37041.3567601294,20763.724215714,-0.0096027360162795,-1.49810549625237,-2.67253489105974,-2.87247502700837e-07,0.0365572106310266,0.693441609299276,-0.160052498448858,-0.701559336466694,-0.00240449510142161,-3.69353789841517e-07,-0.00103091040293293,-37041.3563957932,20763.7269822029,0,-1.49810573608804,-2.6725358564724,0,0.0365572106310266,0.693441609299276,-0.160052498448858,-0.701559336466694,-0.00240449510142161,-3.69353789842125e-07,-3.09104029329318e-05
14700,-37056.328170706,20736.9934644543,-0.00960560339075554,-1.49617688771305,-2.67361507677785,-2.86210168311057e-07,0.0447838656681752,0.693088451131883,-0.150999566284609,-0.703435807494389,-0.00240454574696429,1.62361087256768e-07,-0.00103070653762577,-37056.3278106608,20736.9962215351,0,-1.49617710752951,-2.67361604515613,0,0.0447838656681752,0.693088451131883,-0.150999566284609,-0.703435807494389,-0.00240454574696429,1.62361087256159e-07,-3.070653762577e-05
14710,-37071.2802913092,20710.2519182968,-0.00960845987578071,-1.4942475003638,-2.67469387111207,-2.85069675562435e-07,0.0530066579606107,0.69263017234036,-0.141925497944311,-0.705202730857496,-0.00240459707488901,6.88897832999196e-07,-0.00103049759917278,-37071.2799353476,20710.254665939,0,-1.49424770011745,-2.67469484205115,0,0.0530066579606107,0.69263017234036,-0.141925497944311,-0.705202730857496,-0.00240459707488901,6.88897832998587e-07,-3.04975991727742e-05
14720,-37086.2131141558,20683.4995911582,-0.00961130444173352,-1.49231733520025,-2.67577127350225,-2.83826423993394e-07,0.0612243125603179,0.692066810744281,-0.132831675124878,-0.706859858176481,-0.00240464907477717,1.21018640666669e-06,-0.00103028365582653,-37086.2127620703,20683.5023293353,0,-1.49231751485626,-2.67577224659587,0,0.0612243125603179,0.692066810744281,-0.132831675124878,-0.706859858176481,-0.00240464907477717,1.21018640666608e-06,-3.02836558265304e-05
14730,-37101.1266314726,20656.7364969604,-0.00961413606320174,-1.49038639321837,-2.67684728338875,-2.82480855953914e-07,0.0694355550380886,0.691398420172094,-0.12371948257466,-0.708406957836768,-0.0024047017361365,1.72615814274205e-06,-0.00103006477639268,-37101.1262830553,20656.7392256502,0,-1.49038655275072,-2.67684825822945,0,0.0694355550380886,0.691398420172094,-0.12371948257466,-0.708406957836768,-0.0024047017361365,1.72615814274145e-06,-3.00647763926748e-05
14740,-37116.0208354965,20629.9626496311,-0.00961695371941168,-1.4884546754145,-2.67792190021249,-2.81033456840766e-07,0.0776391116805941,0.690625070461905,-0.114590307887447,-0.709843815022148,-0.00240475504840227,2.23674575595391e-06,-0.00102984103021422,-37116.0204905392,20629.9653688156,0,-1.48845481480601,-2.67792287639175,0,0.0776391116805941,0.690625070461905,-0.114590307887447,-0.709843815022148,-0.00240475504840227,2.2367457559533e-06,-2.9841030214213e-05
14750,-37130.8957184744,20603.1780631037,-0.00961975639465979,-1.48652218278533,-2.67899512341496,-2.79484755318662e-07,0.0858337096874039,0.689746847459943,-0.105445541295886,-0.711170231745667,-0.00240480900093854,2.74188334604983e-06,-0.00102961248715583,-37130.8953767686,20603.1807727691,0,-1.48652230202773,-2.67899610052338,0,0.0858337096874039,0.689746847459943,-0.105445541295886,-0.711170231745667,-0.00240480900093854,2.74188334604922e-06,-2.96124871558284e-05
