Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],sigma1_1,sigma2_1,sigma3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],sigma1_2,sigma2_2,sigma3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
14530,-36799.1971440529,21189.9367957116,-0.00955622703245415,-1.52885650365093,-2.65506315063176,-2.89651021201324e-07,-0.625666692808964,0.274917508685063,0.600156364355587,-0.00240378577506594,-9.5186271487881e-06,-0.00103342899153135,-36799.1966835602,21189.9397052067,0,-1.52885705095115,-2.65506401531989,0,-0.625666692808964,0.274917508685063,0.600156364355587,-0.00240378577506594,-9.5186271487887e-06,-3.3428991531351e-05
14540,-36814.4761275935,21163.380650868,-0.00955912679753923,-1.52694049119292,-2.65616552185096,-2.9028469181772e-07,-0.63155604761535,0.26911962394046,0.607936320454062,-0.00240382415006973,-8.91468610052647e-06,-0.0010333150671731,-36814.4756745794,21163.3835519997,0,-1.52694102031191,-2.65616639565814,0,-0.63155604761535,0.26911962394046,0.607936320454062,-0.00240382415006973,-8.91468610052708e-06,-3.33150671731004e-05
14550,-36829.7359470414,21136.8134892287,-0.00956203237976002,-1.52502368404167,-2.65726651072558,-2.90814404205009e-07,-0.637447734410022,0.26319892028113,0.61574694572384,-0.00240386336321865,-8.31462067659301e-06,-0.00103319506555002,-36829.7355013169,21136.8163819025,0,-1.5250241948046,-2.65726739329127,0,-0.637447734410022,0.26319892028113,0.61574694572384,-0.00240386336321865,-8.31462067659362e-06,-3.31950655500137e-05
14560,-36844.9765944546,21110.2353246199,-0.00956494273827286,-1.5231060831874,-2.65836611668638,-2.91239912380144e-07,-0.643341120457304,0.25715324285917,0.623588090630327,-0.00240390340542307,-7.71852201243631e-06,-0.00103306904395343,-36844.9761558292,21110.2382087448,0,-1.52310657542703,-2.65836700764612,0,-0.643341120457304,0.25715324285917,0.623588090630327,-0.00240390340542307,-7.71852201243692e-06,-3.30690439534266e-05
14570,-36860.198061901,21083.6461708736,-0.00956785682996361,-1.52118768962065,-2.65946433916468,-2.91561008290177e-07,-0.649235539052912,0.250980393623666,0.631459580045037,-0.00240394426750252,-7.12647998614126e-06,-0.00103293706047481,-36860.1976301826,21083.6490463624,0,-1.52118816317746,-2.6594652381503,0,-0.649235539052912,0.250980393623666,0.631459580045037,-0.00240394426750252,-7.12647998614187e-06,-3.2937060474808e-05
14580,-36875.4003414586,21057.0460418271,-0.00957077360982866,-1.51926850433228,-2.6605611775924,-2.91777522149627e-07,-0.655130288185235,0.244678130790667,0.639361211958045,-0.00240398594018669,-6.53858320900712e-06,-0.00103279917399064,-36875.3999164532,21057.0489085966,0,-1.51926895905454,-2.66056208423209,0,-0.655130288185235,0.244678130790667,0.639361211958045,-0.00240398594018669,-6.53858320900773e-06,-3.2799173990634e-05
14590,-36890.5834252152,21030.4349513238,-0.00957369203135929,-1.51734852831349,-2.66165663140203,-2.91889322776226e-07,-0.661024629148118,0.238244168329898,0.647292756135038,-0.00240402841411643,-5.95491901640025e-06,-0.00103265544414721,-36890.5830067274,21030.4378092944,0,-1.51734896405733,-2.66165754532054,0,-0.661024629148118,0.238244168329898,0.647292756135038,-0.00240402841411643,-5.95491901640085e-06,-3.26554441472087e-05
14600,-36905.7473052684,21003.8129132124,-0.00957661104692935,-1.5154277625558,-2.66275070002662,-2.91896317925285e-07,-0.666917785103672,0.231676175470529,0.655253952716839,-0.00240407167984474,-5.37557345888154e-06,-0.00103250593134543,-36905.7468931014,21003.8157623087,0,-1.51542817918532,-2.66275162084539,0,-0.666917785103672,0.231676175470529,0.655253952716839,-0.00240407167984474,-5.37557345888215e-06,-3.25059313454314e-05
14610,-36920.8919737259,20977.1799413476,-0.00957952960818634,-1.51350620805106,-2.66384338289983,-2.91798454622524e-07,-0.672808939593632,0.224971776228507,0.663244510759247,-0.00240411572783781,-4.80063129360869e-06,-0.00103235069672552,-36920.8915676815,20977.182781498,0,-1.51350660543838,-2.6638443102371,0,-0.672808939593632,0.224971776228507,0.663244510759247,-0.00240411572783781,-4.8006312936093e-06,-3.23506967255146e-05
14620,-36936.0174227052,20950.5360495895,-0.00958244666644571,-1.51158386579147,-2.66493467945585,-2.91595719492406e-07,-0.67869723499777,0.218128548958123,0.671264106710969,-0.002404160548476,-4.23017597601304e-06,-0.00103218980215166,-36936.0170225839,20950.5388807263,0,-1.51158424381684,-2.66493561292686,0,-0.67869723499777,0.218128548958123,0.671264106710969,-0.002404160548476,-4.23017597601365e-06,-3.21898021516552e-05
14630,-36951.1236443339,20923.881251804,-0.00958536117308854,-1.50966073676953,-2.66602458912947,-2.91288139083622e-07,-0.684581770937858,0.211144025930689,0.679312382827352,-0.0024042061320549,-3.66428965175109e-06,-0.00103202331019666,-36951.1232499349,20923.8840738636,0,-1.50966109532139,-2.66602552834659,0,-0.684581770937858,0.211144025930689,0.679312382827352,-0.0024042061320549,-3.6642896517517e-06,-3.20233101966615e-05
14640,-36966.2106307492,20897.2155618626,-0.00958827207996234,-1.50773682197811,-2.66711311135604,-2.90875780190365e-07,-0.690461602625668,0.204015692943408,0.687388945517569,-0.00240425246878639,-3.10305314893041e-06,-0.00103185128412654,-36966.2102418708,20897.2183747855,0,-1.50773716095315,-2.66711405592893,0,-0.690461602625668,0.204015692943408,0.687388945517569,-0.00240425246878639,-3.10305314893102e-06,-3.18512841265385e-05
14650,-36981.2783740985,20870.5389936424,-0.00959117833978511,-1.50581212241039,-2.66820024557147,-2.90358750167645e-07,0.691288299567353,-0.195314897781749,-0.690452030056242,-0.00240429954879965,-2.54654597060998e-06,-0.00103167378788504,-36981.2779905378,20870.5417973731,0,-1.50581244171366,-2.66820119510722,0,0.691288299567353,-0.195314897781749,-0.690452030056242,-0.00240429954879965,-2.54654597061059e-06,-3.16737878850353e-05
14660,-36996.326866539,20843.8515610262,-0.00959407890655249,-1.50388663905991,-2.66928599121223,-2.89737197242284e-07,0.685732753270217,-0.184876810758724,-0.687121424141185,-0.00240434736214231,-1.99484628757454e-06,-0.00103149088607816,-36996.3264880922,20843.8543555133,0,-1.50388693860486,-2.66928694531555,0,0.685732753270217,-0.184876810758724,-0.687121424141185,-0.00240434736214231,-1.99484628757515e-06,-3.14908860781553e-05
14670,-37011.3561002379,20817.1532779025,-0.00959697273594803,-1.50196037292055,-2.67037034771537,-2.89011310815148e-07,0.680162975914668,-0.17458082099708,-0.683737473788396,-0.00240439589878144,-1.44803093138292e-06,-0.00103130264395864,-37011.3557267003,20817.1560630986,0,-1.50196065262908,-2.67037130598872,0,0.680162975914668,-0.17458082099708,-0.683737473788396,-0.00240439589878144,-1.44803093138353e-06,-3.13026439586348e-05
14680,-37026.3660673724,20790.4441581652,-0.00959985878575639,-1.50003332498651,-2.67145331451849,-2.88181321757958e-07,0.674580140320103,-0.164425087364166,-0.680302009253629,-0.00240444514860474,-9.06175387689903e-07,-0.00103110912741039,-37026.3656985385,20790.4469340272,0,-1.50003358478909,-2.67145427656225,0,0.674580140320103,-0.164425087364166,-0.680302009253629,-0.00240444514860474,-9.06175387690512e-07,-3.11091274103889e-05
14690,-37041.3567601294,20763.724215714,-0.0096027360162795,-1.49810549625237,-2.67253489105974,-2.87247502700837e-07,0.668985370211383,-0.154407780687207,-0.676816802074634,-0.00240449510142161,-3.69353789841517e-07,-0.00103091040293293,-37041.3563957932,20763.7269822029,0,-1.49810573608804,-2.6725358564724,0,0.668985370211383,-0.154407780687207,-0.676816802074634,-0.00240449510142161,-3.69353789842125e-07,-3.09104029329318e-05
14700,-37056.328170706,20736.9934644543,-0.00960560339075554,-1.49617688771305,-2.67361507677785,-2.86210168311057e-07,0.663379741884346,-0.144527084736363,-0.673283566687276,-0.00240454574696429,1.62361087256768e-07,-0.00103070653762577,-37056.3278106608,20736.9962215351,0,-1.49617710752951,-2.67361604515613,0,0.663379741884346,-0.144527084736363,-0.673283566687276,-0.00240454574696429,1.62361087256159e-07,-3.070653762577e-05
14710,-37071.2802913092,20710.2519182968,-0.00960845987578071,-1.4942475003638,-2.67469387111207,-2.85069675562435e-07,0.657764285823033,-0.134781197128594,-0.669703962008448,-0.00240459707488901,6.88897832999196e-07,-0.00103049759917278,-37071.2799353476,20710.254665939,0,-1.49424770011745,-2.67469484205115,0,0.657764285823033,-0.134781197128594,-0.669703962008448,-0.00240459707488901,6.88897832998587e-07,-3.04975991727742e-05
14720,-37086.2131141558,20683.4995911582,-0.00961130444173352,-1.49231733520025,-2.67577127350225,-2.83826423993394e-07,0.652139988269394,-0.12516833015671,-0.666079592985488,-0.00240464907477717,1.21018640666669e-06,-0.00103028365582653,-37086.2127620703,20683.5023293353,0,-1.49231751485626,-2.67577224659587,0,0.652139988269394,-0.12516833015671,-0.666079592985488,-0.00240464907477717,1.21018640666608e-06,-3.02836558265304e-05
14730,-37101.1266314726,20656.7364969604,-0.00961413606320174,-1.49038639321837,-2.67684728338875,-2.82480855953914e-07,0.646507792746305,-0.115686711547807,-0.662412012111882,-0.0024047017361365,1.72615814274205e-06,-0.00103006477639268,-37101.1262830553,20656.7392256502,0,-1.49038655275072,-2.67684825822945,0,0.646507792746305,-0.115686711547807,-0.662412012111882,-0.0024047017361365,1.72615814274145e-06,-3.00647763926748e-05
14740,-37116.0208354965,20629.9626496311,-0.00961695371941168,-1.4884546754145,-2.67792190021249,-2.81033456840766e-07,0.640868601534762,-0.106334585155082,-0.658702720909169,-0.00240475504840227,2.23674575595391e-06,-0.00102984103021422,-37116.0204905392,20629.9653688156,0,-1.48845481480601,-2.67792287639175,0,0.640868601534762,-0.106334585155082,-0.658702720909169,-0.00240475504840227,2.2367457559533e-06,-2.9841030214213e-05
14750,-37130.8957184744,20603.1780631037,-0.00961975639465979,-1.48652218278533,-2.67899512341496,-2.79484755318662e-07,0.635223277106134,-0.0971102115868577,-0.654953171375019,-0.00240480900093854,2.74188334604983e-06,-0.00102961248715583,-37130.8953767686,20603.1807727691,0,-1.48652230202773,-2.67899610052338,0,0.635223277106134,-0.0971102115868577,-0.654953171375019,-0.00240480900093854,2.74188334604922e-06,-2.96124871558284e-05
14760,-37145.7512726628,20576.3827513169,-0.00962254307874636,-1.48458891632793,-2.68006695243816,-2.7783532352735e-07,0.629572643510405,-0.0880118687764158,-0.651164767397544,-0.00240486358303936,3.24150640229934e-06,-0.00102937921758818,-37145.7509340003,20576.3854514537,0,-1.48458901542187,-2.68006793006564,0,0.629572643510405,-0.0880118687764158,-0.651164767397544,-0.00240486358303936,3.24150640229873e-06,-2.93792175881799e-05
14770,-37160.5874903285,20549.5767282153,-0.00962531276741127,-1.48265487703973,-2.68113738672467,-2.76085777275338e-07,0.62391748772133,-0.0790378524961282,-0.647338866135973,-0.00240491878393005,3.73555180772716e-06,-0.0010291412923722,-37160.587154501,20549.5794188183,0,-1.48265495599482,-2.68113836446061,0,0.62391748772133,-0.0790378524961282,-0.647338866135973,-0.00240491878393005,3.73555180772655e-06,-2.91412923721944e-05
14780,-37175.4043637482,20522.7600077488,-0.00962806446277158,-1.48072006591853,-2.68220642571759,-2.74236776216564e-07,0.618258560939478,-0.0701864768191554,-0.643476779367881,-0.00240497459276847,4.22395784307757e-06,-0.00102889878284336,-37175.4040305475,20522.7626888169,0,-1.4807201247534,-2.68220740315104,0,0.618258560939478,-0.0701864768191554,-0.643476779367881,-0.00240497459276847,4.22395784307696e-06,-2.8898782843354e-05
14790,-37190.2018852086,20495.9326038729,-0.00963079717376078,-1.47878448396249,-2.68327406886057,-2.72289024010293e-07,0.6125965798541,-0.0614560745318475,-0.639579774803229,-0.00240503099864634,4.70666419051033e-06,-0.00102865176079599,-37190.2015544267,20495.9352754094,0,-1.4787845227048,-2.68327504558044,0,0.6125965798541,-0.0614560745318475,-0.639579774803229,-0.00240503099864634,4.70666419050972e-06,-2.86517607959823e-05
14800,-37204.9800470063,20469.0945305489,-0.00963350991656958,-1.47684813217018,-2.68434031559781,-2.70243268464786e-07,0.60693222786483,-0.0528449974998227,-0.635649077365498,-0.00240508799059054,5.18361193702893e-06,-0.00102840029846753,-37204.9797184356,20469.0971925613,0,-1.47684815085662,-2.68434129119304,0,0.60693222786483,-0.0528449974998227,-0.635649077365498,-0.00240508799059054,5.18361193702832e-06,-2.84002984675316e-05
14810,-37219.738841448,20442.2458017433,-0.00963620171508807,-1.47491101154052,-2.68540516537402,-2.68100301662158e-07,0.601266156264172,-0.0443516169905475,-0.631685870440277,-0.00240514555756445,5.6547435776419e-06,-0.00102814446852288,-37219.7385148812,20442.2484542435,0,-1.47491101021687,-2.68540613943379,0,0.601266156264172,-0.0443516169905475,-0.631685870440277,-0.00240514555756445,5.65474357764129e-06,-2.81444685228736e-05
14820,-37234.4782608501,20415.3864314285,-0.00963887160134896,-1.47297312307284,-2.68646861763449,-2.6586096006398e-07,0.595598985381757,-0.0359743239551022,-0.627691297091682,-0.00240520368846933,6.12000301825796e-06,-0.0010278843440386,-37234.4779360806,20415.3890744324,0,-1.47297310179395,-2.68646958974838,0,0.595598985381757,-0.0359743239551022,-0.627691297091682,-0.00240520368846933,6.12000301825735e-06,-2.78843440385967e-05
14830,-37249.1982975394,20388.5164335822,-0.00964151861597184,-1.47103446776682,-2.687530671825,-2.63526124596902e-07,0.589931305691362,-0.0277115292716811,-0.623666461247021,-0.00240526237214571,6.57933557831565e-06,-0.00102761999848731,-37249.1979743611,20388.5190671101,0,-1.47103442659667,-2.68753164158322,0,0.589931305691362,-0.0277115292716811,-0.623666461247021,-0.00240526237214571,6.57933557831504e-06,-2.76199984873113e-05
14840,-37263.8989438525,20361.6358221877,-0.00964414180860816,-1.46909504662257,-2.68859132739191,-2.61096720717738e-07,0.584263678881648,-0.0195616639532442,-0.619612428850171,-0.00240532159737475,7.0326879931485e-06,-0.00102735150572197,-37263.89862206,20361.6384462642,0,-1.46909498563423,-2.68859229438544,0,0.584263678881648,-0.0195616639532442,-0.619612428850171,-0.00240532159737475,7.0326879931479e-06,-2.73515057219673e-05
14850,-37278.5801921359,20334.7446112339,-0.00964674023838682,-1.46715486064057,-2.68965058378208,-2.58573718457295e-07,0.578596638891601,-0.0115231793216116,-0.615530228984123,-0.00240538135287973,7.48000841608636e-06,-0.00102707893996019,-37278.5798715246,20334.7472258877,0,-1.46715477991622,-2.68965154760292,0,0.578596638891601,-0.0115231793216116,-0.615530228984123,-0.00240538135287973,7.48000841608575e-06,-2.70789399601848e-05
14860,-37293.2420347462,20307.8428147151,-0.00964931297435996,-1.46521391082171,-2.69070844044292,-2.55958132441334e-07,0.572930692911627,-0.00359454715017809,-0.611420854963208,-0.00240544162732747,7.92124642029389e-06,-0.0010268023757686,-37293.2417151125,20307.8454199792,0,-1.46521381045266,-2.69070940068425,0,0.572930692911627,-0.00359454715017809,-0.611420854963208,-0.00240544162732747,7.92124642029329e-06,-2.68023757686014e-05
14870,-37307.8844640501,20280.9304466313,-0.00965185909594895,-1.46327219816728,-2.69176489682236,-2.53251021887891e-07,0.567266322351251,0.00422574022269666,-0.607285265395523,-0.0024055024093298,8.35635300034724e-06,-0.00102652188804724,-37307.8841451913,20280.933042543,0,-1.46327207825394,-2.69176585307875,0,0.567266322351251,0.00422574022269666,-0.607285265395523,-0.0024055024093298,8.35635300034663e-06,-2.6521888047238e-05
14880,-37322.5074724242,20254.0075209879,-0.00965437769339022,-1.46132972367896,-2.69281995236889,-2.50453490582209e-07,0.561603983774375,0.0119391698076669,-0.60312438521609,-0.00240556368744506,8.78528057354955e-06,-0.00102623755201389,-37322.5071541385,20254.0101075885,0,-1.46132958433085,-2.69282090423648,0,0.561603983774375,0.0119391698076669,-0.60312438521609,-0.00240556368744506,8.78528057354894e-06,-2.62375520138863e-05
14890,-37337.1110522551,20227.0740517959,-0.0096568678681807,-1.45938648835886,-2.69387360653149,-2.47566686825239e-07,0.555944109803001,0.0195472079039037,-0.598939106691299,-0.00240562545017965,9.20798298098666e-06,-0.00102594944318852,-37337.1107343422,20227.0766291308,0,-1.45938632969458,-2.69387455360821,0,0.555944109803001,0.0195472079039037,-0.598939106691299,-0.00240562545017965,9.20798298098606e-06,-2.59494431885201e-05
14900,-37351.6951959395,20200.1300530716,-0.00965932873352257,-1.4574424932095,-2.6949258587597,-2.44591803357369e-07,0.550287109990349,0.0270513000623721,-0.594730290395192,-0.00240568768598951,9.62441548832374e-06,-0.00102565763737774,-37351.6948782001,20200.1326211907,0,-1.45744231535672,-2.69492680064547,0,0.550287109990349,0.0270513000623721,-0.594730290395192,-0.00240568768598951,9.62441548832314e-06,-2.56576373777326e-05
14910,-37366.2598958841,20173.1755388371,-0.00966175941476721,-1.45549773923381,-2.69597670850358,-2.41530077256641e-07,0.544633371664263,0.0344528710712287,-0.590498766158168,-0.00240575038328174,1.0034534786344e-05,-0.00102536221065921,-37366.2595781203,20173.1780977942,0,-1.45549754232925,-2.6959776448005,0,0.544633371664263,0.0344528710712287,-0.590498766158168,-0.00240575038328174,1.00345347863434e-05,-2.53622106592024e-05
14920,-37380.8051445055,20146.2105231198,-0.00966415904985794,-1.45355222743513,-2.69702615521372,-2.38382789808559e-07,0.538983260741781,0.0417533249617744,-0.586245333988678,-0.00240581353041616,1.04382989912308e-05,-0.00102506323936619,-37380.8048265211,20146.2130729728,0,-1.45355201162455,-2.69702708552626,0,0.538983260741781,0.0417533249617744,-0.586245333988678,-0.00240581353041616,1.04382989912301e-05,-2.50632393661913e-05
14930,-37395.3309342306,20119.2350199525,-0.00966652678977134,-1.45160595881727,-2.69807419834123,-2.35151266349695e-07,0.533337122515754,0.0489540450334834,-0.581970764968483,-0.00240587711570695,1.08356676445933e-05,-0.00102476080007208,-37395.3306158306,20119.2375607636,0,-1.45160572425539,-2.69807512227647,0,0.533337122515754,0.0489540450334834,-0.581970764968483,-0.00240587711570695,1.08356676445927e-05,-2.47608000720746e-05
14940,-37409.8372574961,20092.2490433739,-0.00966886179895683,-1.44965893438441,-2.69912083733776,-2.31836876082363e-07,0.527695282414349,0.0560563938967123,-0.577675802122084,-0.00240594112742424,1.12266017132389e-05,-0.00102445496957491,-37409.8369384873,20092.251575209,0,-1.44965868123494,-2.69912175450555,0,0.527695282414349,0.0560563938967123,-0.577675802122084,-0.00240594112742424,1.12266017132383e-05,-2.44549695749089e-05
14950,-37424.3241067488,20065.2526074277,-0.00967116325577432,-1.44771115514122,-2.70016607165548,-2.28441031860264e-07,0.522058046734263,0.063061713531767,-0.573361161260872,-0.00240600555379581,1.16110635886909e-05,-0.00102414582488204,-37424.3237869398,20065.2551303571,0,-1.44771088357675,-2.70016698166868,0,0.522058046734263,0.063061713531767,-0.573361161260872,-0.00240600555379581,1.16110635886903e-05,-2.41458248820365e-05
14960,-37438.7914744456,20038.2457261633,-0.00967343035292952,-1.44576262209277,-2.7012099007471,-2.24965189945249e-07,0.516425703348488,0.0699713253630822,-0.569027531802623,-0.00240607038300873,1.19890170864546e-05,-0.00102383344319474,-37438.7911536468,20038.248240261,0,-1.44576233229478,-2.70121080322174,0,0.516425703348488,0.0699713253630822,-0.569027531802623,-0.00240607038300873,1.19890170864539e-05,-2.38334431947326e-05
14970,-37453.2393530534,20011.2284136357,-0.00967566229790663,-1.4438133362446,-2.70225232406585,-2.21410849733366e-07,0.510798522389394,0.0767865303473376,-0.56467557756688,-0.00240613560321112,1.23604274450327e-05,-0.0010235179018929,-37453.239031077,20011.2309189798,0,-1.44381302840336,-2.70225321862137,0,0.510798522389394,0.0767865303473376,-0.56467557756688,-0.00240613560321112,1.23604274450321e-05,-2.35179018928939e-05
14980,-37467.6677350493,19984.2006839051,-0.00967785831339828,-1.44186329860267,-2.70329334106547,-2.17779553450365e-07,0.505176756907927,0.0835086090744001,-0.56030593754684,-0.0024062012025138,1.27252613246908e-05,-0.00102319927851978,-37467.6674117096,19984.2031805776,0,-1.44186297291725,-2.70329422732493,0,0.505176756907927,0.0835086090744001,-0.56030593754684,-0.0024062012025138,1.27252613246902e-05,-2.31992785197741e-05
14990,-37482.0766129202,19957.1625510373,-0.00968001763773207,-1.43991251017341,-2.70433295120027,-2.14072885816479e-07,0.499560643509676,0.0901388218800459,-0.555919226658293,-0.00240626716899212,1.30834868059742e-05,-0.00102287765076677,-37482.0762880335,19957.1650391241,0,-1.43991216685156,-2.70433382879051,0,0.499560643509676,0.0901388218800459,-0.555919226658293,-0.00240626716899212,1.30834868059736e-05,-2.28776507667664e-05
15000,-37496.4659791631,19930.1140291036,-0.0096821395252938,-1.43796097196372,-2.70537115392505,-2.10292473679249e-07,0.493950402968546,0.0966784089694768,-0.551516036466195,-0.00240633349068766,1.34350733879786e-05,-0.00102255309645824,-37496.465652548,19930.1165086944,0,-1.43796061122181,-2.70537202247693,0,0.493950402968546,0.0966784089694768,-0.551516036466195,-0.00240633349068766,1.3435073387978e-05,-2.25530964582367e-05
15010,-37510.8358262854,19903.0551321806,-0.00968422324694671,-1.43600868498093,-2.70640794869516,-2.06439985613959e-07,0.488346240818765,0.103128590550699,-0.547096935889451,-0.00240640015561008,1.3779991986374e-05,-0.00102222569353641,-37510.8354977627,19903.0576033689,0,-1.4360083070439,-2.70640880784376,0,0.488346240818765,0.103128590550699,-0.547096935889451,-0.00240640015561008,1.37799919863734e-05,-2.22256935364096e-05
15020,-37525.1861468043,19875.9858743506,-0.00968626809044665,-1.43405565023285,-2.70744333496647,-2.02517131491471e-07,0.482748347925922,0.109490566976894,-0.542662471884437,-0.00240646715173888,1.41182149311855e-05,-0.00102189552004631,-37525.1858161971,19875.9883372337,0,-1.43405525533415,-2.70744418435129,0,0.482748347925922,0.109490566976894,-0.542662471884437,-0.00240646715173888,1.41182149311849e-05,-2.18955200463081e-05
15030,-37539.5169332469,19848.906269701,-0.00968827336085273,-1.43210186872777,-2.70847731219539,-1.98525662014048e-07,0.477156901037733,0.115765518896948,-0.538213170107853,-0.00240653446702531,1.44497159643308e-05,-0.00102156265412076,-37539.516600381,19848.9087243799,0,-1.43210145710922,-2.70847815146054,0,0.477156901037733,0.115765518896948,-0.538213170107853,-0.00240653446702531,1.44497159643302e-05,-2.15626541207522e-05
15040,-37553.8281781509,19821.8163323249,-0.00969023838093318,-1.43014734147446,-2.70950987983886,-1.94467368216784e-07,0.471572063315182,0.12195460741338,-0.533749535559413,-0.00240660208939414,1.47744702369158e-05,-0.00102122717396542,-37553.8278428543,19821.8187789043,0,-1.43014691338621,-2.70951070863326,0,0.471572063315182,0.12195460741338,-0.533749535559413,-0.00240660208939414,1.47744702369152e-05,-2.12271739654155e-05
15050,-37568.1198740635,19794.7160763208,-0.00969216249156606,-1.42819206948214,-2.71054103735435,-1.90344080935594e-07,0.465993984844704,0.128058974246922,-0.529272053204932,-0.00240667000674563,1.50924543062917e-05,-0.00102088915784395,-37568.1195361671,19794.7185149088,0,-1.42819162518257,-2.71054185533196,0,0.465993984844704,0.128058974246922,-0.529272053204932,-0.00240667000674563,1.50924543062911e-05,-2.08891578439439e-05
15060,-37582.3920135425,19767.6055157924,-0.00969404505213441,-1.42623605376054,-2.71157078419987,-1.86157670241703e-07,0.460422803132031,0.134079741907076,-0.524781188580329,-0.00240673820695734,1.54036461328724e-05,-0.00102054868406314,-37582.3916728798,19767.607946501,0,-1.42623559351615,-2.71157159101986,0,0.460422803132031,0.134079741907076,-0.524781188580329,-0.00240673820695734,1.54036461328718e-05,-2.05486840631389e-05
15070,-37596.6445891555,19740.4846648492,-0.00969588544091572,-1.42427929531987,-2.71259911983396,-1.81910044841707e-07,0.454858643578311,0.140018013868005,-0.520277388377061,-0.00240680667788615,1.57080250767161e-05,-0.00102020583095821,-37596.6442455627,19740.4870877936,0,-1.42427881940519,-2.71259991516092,0,0.454858643578311,0.140018013868005,-0.520277388377061,-0.00240680667788615,1.57080250767154e-05,-2.02058309582058e-05
15080,-37610.8775934802,19713.3535376057,-0.00969768305546506,-1.42232179517085,-2.71362604371569,-1.77603151443093e-07,0.449301619939099,0.145874874749146,-0.515761081009504,-0.00240687540737012,1.60055718938713e-05,-0.00101986067687807,-37610.8772467965,19713.3559529047,0,-1.42232130386831,-2.71362682721984,0,0.449301619939099,0.145874874749146,-0.515761081009504,-0.00240687540737012,1.60055718938707e-05,-1.98606768780715e-05
15090,-37625.0910191046,19686.2121481822,-0.00969943731299183,-1.42036355432469,-2.71465155530468,-1.73238974085524e-07,0.443751834766804,0.151651390499983,-0.511232677164768,-0.00240694438323049,1.62962687324894e-05,-0.00101951330017077,-37625.090669172,19686.2145559579,0,-1.42036304792453,-2.71465232666204,0,0.443751834766804,0.151651390499983,-0.511232677164768,-0.00240694438323049,1.62962687324888e-05,-1.95133001707722e-05
