Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],sigma1_1,sigma2_1,sigma3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],sigma1_2,sigma2_2,sigma3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
8710,-24963.4844863377,34351.3850010753,-0.00910551508465211,-2.47845572799002,-1.80111529736768,-7.08381055380902e-07,-0.238486557475756,0.473683239066323,0.0896966136798041,-0.00235513670033153,-0.000250697157735789,-0.00100741692430035,-24963.4832175831,34351.3889345422,0,-2.4784581056567,-1.80111617026599,0,-0.238486557475756,0.473683239066323,0.0896966136798041,-0.00235513670033153,-0.00025069715773579,-7.41692430035025e-06
8720,-24988.26254116,34333.3649078799,-0.0091126218377816,-2.47715558863342,-1.80290300425368,-7.12940825988701e-07,-0.24344859052341,0.473024221987833,0.0957646387614043,-0.00235505721922556,-0.000249759935313844,-0.00100988042261335,-24988.2612989416,34333.3688333508,0,-2.47715795108068,-1.80290391167479,0,-0.24344859052341,0.473024221987833,0.0957646387614043,-0.00235505721922556,-0.000249759935313845,-9.88042261335003e-06
8730,-25013.0275881497,34315.3269423253,-0.0091197733233004,-2.47585416039495,-1.80468977286541,-7.1732724028592e-07,-0.248417247230262,0.472317262437438,0.101844745335607,-0.002354981311027,-0.000248784505187742,-0.00101232731823325,-25013.0263723063,34315.3308594372,0,-2.47585650698724,-1.80469071455326,0,-0.248417247230262,0.472317262437438,0.101844745335607,-0.002354981311027,-0.000248784505187743,-1.2327318233244e-05
8740,-25037.7796144215,34297.2711137987,-0.00912696779910534,-2.47455144394359,-1.80647560228798,-7.21538615285168e-07,-0.253392637936205,0.471562061699857,0.107937123921207,-0.00235490897883339,-0.000247771273357831,-0.00101475726518052,-25037.7784247853,34297.2750221913,0,-2.47455377405384,-1.80647657797126,0,-0.253392637936205,0.471562061699857,0.107937123921207,-0.00235490897883339,-0.000247771273357832,-1.47572651805204e-05
8750,-25062.518607097,34279.1974316965,-0.00913420350701315,-2.47324743994861,-1.80826049160665,-7.25573417842456e-07,-0.258374872549552,0.470758308999052,0.114041965244394,-0.00235484022427649,-0.000246720650037715,-0.00101716992271758,-25062.5174434935,34279.2013310124,0,-2.47324975295865,-1.80826150099912,0,-0.258374872549552,0.470758308999052,0.114041965244394,-0.00235484022427649,-0.000246720650037716,-1.71699227175791e-05
8760,-25087.2445533043,34261.1059054242,-0.00914147867425524,-2.47194214907957,-1.81004443990682,-7.29430263900239e-07,-0.26336406045611,0.469905681343581,0.120159460175589,-0.00235477504756751,-0.000245633049552652,-0.00101956495537037,-25087.2434155528,34261.109795309,0,-2.47194444438051,-1.8100454827077,0,-0.26336406045611,0.469905681343581,0.120159460175589,-0.00235477504756751,-0.000245633049552653,-1.95649553703675e-05
8770,-25111.9574401782,34242.9965443963,-0.00914879151496411,-2.47063557200632,-1.81182744627404,-7.33107917564971e-07,-0.268360310425737,0.469003843367746,0.12628979966394,-0.00235471344754224,-0.000244508890238222,-0.001021942032949,-25111.9563280918,34243.000424499,0,-2.4706378489989,-1.81182852216831,0,-0.268360310425737,0.469003843367746,0.12628979966394,-0.00235471344754224,-0.000244508890238223,-2.19420329490023e-05
8780,-25136.6572548604,34224.8693580367,-0.00915614023164969,-2.46932770939904,-1.81360950979396,-7.36605290018797e-07,-0.273363730516248,0.468052447168476,0.132433174669335,-0.00235465542170605,-0.00024334859433925,-0.00102430083056739,-25136.6561682457,34224.8732280096,0,-2.46932996749401,-1.81361061845278,0,-0.273363730516248,0.468052447168476,0.132433174669335,-0.00235465542170605,-0.000243348594339251,-2.43008305673872e-05
8790,-25161.343984499,34206.7243557783,-0.00916352301666397,-2.46801856192826,-1.81539062955239,-7.39921438274154e-07,-0.278374427974559,0.467051132137878,0.138589776091813,-0.00235460096627865,-0.000242152587909018,-0.00102664102866184,-25161.3429231568,34206.728215277,0,-2.46802080054667,-1.81539177063341,0,-0.278374427974559,0.467051132137878,0.138589776091813,-0.00235460096627865,-0.000242152587909019,-2.66410286618385e-05
8800,-25186.0176162491,34188.561547063,-0.00917093805365243,-2.46670813026482,-1.81717080463523,-7.43055563770456e-07,-0.28339250913494,0.465999524791396,0.144759794698243,-0.00235455007623878,-0.000240921300708746,-0.00102896231300873,-25186.0165799741,34188.565395747,0,-2.46671034883839,-1.81717197778302,0,-0.28339250913494,0.465999524791396,0.144759794698243,-0.00235455007623878,-0.000240921300708747,-2.89623130087257e-05
8810,-25210.6781372723,34170.3809413421,-0.00917838351899068,-2.46539641507997,-1.81895003412847,-7.46007010819599e-07,-0.288418079314244,0.464897238591523,0.150943421046136,-0.00235450274536847,-0.00023965516610737,-0.00103126437474114,-25210.6771258533,34170.3847788745,0,-2.46539861305134,-1.81895123897488,0,-0.288418079314244,0.464897238591523,0.150943421046136,-0.00235450274536847,-0.00023965516610737,-3.12643747411376e-05
8820,-25235.3255347371,34152.182548076,-0.00918585758320476,-2.4640834170453,-1.82072831711823,-7.48775264903201e-07,-0.293451242703977,0.46374387376701,0.157140845404447,-0.00235445896629726,-0.000238354620981608,-0.00103354691036459,-25235.3245479572,34152.1863741238,0,-2.46408559386838,-1.82072955328278,0,-0.293451242703977,0.46374387376701,0.157140845404447,-0.00235445896629726,-0.000238354620981608,-3.35469103645838e-05
8830,-25259.9597958184,34133.9663767339,-0.00919335841237376,-2.46276913683284,-1.82250565269069,-7.51359950826108e-07,-0.298492102259083,0.462539017127491,0.163352257671228,-0.00235441873054593,-0.000237020105616336,-0.00103580962177174,-25259.958833455,34133.9701909682,0,-2.46277129197301,-1.82250691978101,0,-0.298492102259083,0.462539017127491,0.163352257671228,-0.00235441873054593,-0.000237020105616337,-3.58096217717392e-05
8840,-25284.5809076982,34115.7324367945,-0.00920088416951321,-2.461453575115,-1.82428203993213,-7.53760830731118e-07,-0.303540759583272,0.461282241873489,0.169577847287969,-0.00235438202857004,-0.000235652063605264,-0.00103805221625624,-25284.5799695232,34115.7362388906,0,-2.46145570804943,-1.82428333754434,0,-0.303540759583272,0.461282241873489,0.169577847287969,-0.00235438202857004,-0.000235652063605265,-3.8052216256241e-05
8850,-25309.1888575649,34097.4807377455,-0.00920843301593797,-2.46013673256463,-1.82605747792891,-7.55977801978185e-07,-0.308597314810772,0.459973107401731,0.175817803150486,-0.00235434884980308,-0.000234250941751931,-0.00104027440652555,-25309.1879433448,34097.4845273829,0,-2.46013884278247,-1.82605880564802,0,-0.308597314810772,0.459973107401731,0.175817803150486,-0.00235434884980308,-0.000234250941751931,-4.02744065255469e-05
8860,-25333.7836326139,34079.2112890838,-0.00921600311260327,-2.45881860985503,-1.82783196576745,-7.5801089489423e-07,-0.313661866484338,0.458611159105711,0.18207231351619,-0.00235431918269921,-0.000232817189971016,-0.00104247591071286,-25333.78274211,34079.2150659462,0,-2.45882069685765,-1.82783332316783,0,-0.313661866484338,0.458611159105711,0.18207231351619,-0.00235431918269921,-0.000232817189971016,-4.2475910712862e-05
8870,-25358.3652200471,34060.9241003154,-0.0092235926214226,-2.45749920765996,-1.82960550253427,-7.59860270397651e-07,-0.318734511429353,0.45719592817145,0.188341565907559,-0.00235429301477571,-0.000231351261189981,-0.00104465645238815,-25358.3643530154,34060.9278640912,0,-2.45750127096116,-1.82960688918001,0,-0.318734511429353,0.45719592817145,0.188341565907559,-0.00235429301477571,-0.000231351261189982,-4.46564523881432e-05
8880,-25382.9336070733,34042.6191809552,-0.00923119970656122,-2.45617852665366,-1.83137808731592,-7.61526217501935e-07,-0.323815344623867,0.455726931368385,0.194625747011661,-0.00235427033265486,-0.000229853611251044,-0.00104681576056819,-25382.9327632649,34042.6229313374,0,-2.45618056577985,-1.83137950276131,0,-0.323815344623867,0.455726931368385,0.194625747011661,-0.00235427033265486,-0.000229853611251045,-4.68157605681892e-05
8890,-25407.488780908,34024.2965405277,-0.00923882253570419,-2.45485656751086,-1.83314971919904,-7.63009150703545e-07,-0.328904459064402,0.454203670835341,0.200925042575521,-0.00235425112210551,-0.000228324698813488,-0.00104895356972583,-25407.487960069,34024.3002772138,0,-2.45485858200123,-1.83315116298899,0,-0.328904459064402,0.454203670835341,0.200925042575521,-0.00235425112210551,-0.000228324698813489,-4.89535697258227e-05
8900,-25432.0307287734,34005.9561885661,-0.00924645928129765,-2.4535333309068,-1.83492039727034,-7.64309607261881e-07,-0.33400194562734,0.452625633861527,0.207239637297173,-0.00235423536808411,-0.000226764985256317,-0.00105106961979818,-25432.0299306452,34005.9599112586,0,-2.45353532031348,-1.83492186894077,0,-0.33400194562734,0.452625633861527,0.207239637297173,-0.00235423536808411,-0.000226764985256318,-5.10696197981739e-05
8910,-25456.5594378984,33987.5981346129,-0.0092541081217624,-2.45220881751726,-1.83669012061657,-7.6542824437049e-07,-0.339107892925723,0.45099229266249,0.213569714712188,-0.00235422305477524,-0.000225174934581265,-0.00105316365619407,-25456.5586622179,33987.601843019,0,-2.45221078140545,-1.83669161969491,0,-0.339107892925723,0.45099229266249,0.213569714712188,-0.00235422305477524,-0.000225174934581265,-5.31636561940715e-05
8920,-25481.0748955188,33969.2223882199,-0.00926176724267869,-2.45088302801854,-1.83845888832455,-7.66365836230913e-07,-0.344222387161264,0.449303104150994,0.219915457075473,-0.00235421416563167,-0.000223555013316154,-0.00105523542980055,-25481.0741420183,33969.2260820517,0,-2.45088496596664,-1.83846041433014,0,-0.344222387161264,0.449303104150994,0.219915457075473,-0.00235421416563167,-0.000223555013316155,-5.52354298005487e-05
8930,-25505.5770888772,33950.8289589476,-0.0092694348379413,-2.44955596308751,-1.84022669948118,-7.67123271031718e-07,-0.349345511971389,0.447557509702758,0.226277045238149,-0.00235420868341385,-0.000221905690418624,-0.00105728469698848,-25505.5763572844,33950.8326379225,0,-2.44955787468724,-1.84022825192569,0,-0.349345511971389,0.447557509702758,0.226277045238149,-0.00235420868341385,-0.000221905690418625,-5.7284696988472e-05
8940,-25530.0660052227,33932.417856366,-0.00927710911088387,-2.44822762340161,-1.8419935531734,-7.67701547837809e-07,-0.354477348271089,0.445754934917005,0.232654658519284,-0.00235420659022886,-0.000220227437180224,-0.0010593112196173,-25530.0652952615,33932.4215202064,0,-2.44822950825808,-1.84199513156129,0,-0.354477348271089,0.445754934917005,0.232654658519284,-0.00235420659022886,-0.000220227437180224,-5.93112196172983e-05
8950,-25554.5416318114,33913.9890900542,-0.00928478827537182,-2.44689800963889,-1.84375944848821,-7.68101773395959e-07,-0.359617974089398,0.443894789371783,0.239048474572248,-0.0023542078675688,-0.000218520727130875,-0.00106131476503897,-25554.5409432014,33913.9927384876,0,-2.44689986737066,-1.84376105231718,0,-0.359617974089398,0.443894789371783,0.239048474572248,-0.0023542078675688,-0.000218520727130876,-6.13147650389688e-05
8960,-25579.0039559062,33895.5426696002,-0.00929247055686285,-2.44556712247798,-1.84552438451269,-7.68325158863027e-07,-0.364767464400252,0.441976466374003,0.245458669245475,-0.00235421249634854,-0.000216786035943726,-0.00106329510610095,-25579.003288363,33895.5463023594,0,-2.44556895271716,-1.84552601327409,0,-0.364767464400252,0.441976466374003,0.245458669245475,-0.00235421249634854,-0.000216786035943727,-6.32951061009445e-05
8970,-25603.4529647766,33877.0786046013,-0.00930015419343434,-2.44423496259814,-1.84728836033399,-7.68373016460396e-07,-0.369925890947538,0.439999342704161,0.251885416437384,-0.00235422045694292,-0.00021502384134038,-0.00106525202114839,-25603.4523180122,33877.0822214245,0,-2.4442367649904,-1.84729001351323,0,-0.369925890947538,0.439999342704161,0.251885416437384,-0.00235422045694292,-0.000215023841340381,-6.5252021148392e-05
8980,-25627.888645699,33858.5969046638,-0.00930783743677705,-2.44290153067925,-1.84905137503932,-7.68246756062624e-07,-0.37509332206407,0.437962778355698,0.258328887945197,-0.00235423172922327,-0.000213234622996522,-0.00106718529402553,-25627.8880194216,33858.6005052946,0,-2.44290330488387,-1.84905305211635,0,-0.37509332206407,0.437962778355698,0.258328887945197,-0.00235423172922327,-0.000213234622996523,-6.71852940255239e-05
8990,-25652.3109859566,33840.0975794034,-0.00931551855315427,-2.44156682740187,-1.85081342771595,-7.67947881723475e-07,-0.380269822484276,0.435866116268968,0.264789253307416,-0.0023542462925933,-0.000211418862447942,-0.0010690947140761,-25652.3103798709,33840.1011635907,0,-2.44156857309173,-1.85081512816568,0,-0.380269822484276,0.435866116268968,0.264789253307416,-0.0023542462925933,-0.000211418862447943,-6.90947140761014e-05
9000,-25676.7199728395,33821.5806384447,-0.00932319582432607,-2.4402308534472,-1.85257451745126,-7.6747798814721e-07,-0.385455453150335,0.43370868205978,0.271266679639678,-0.00235426412602438,-0.000209577042996962,-0.00107098007614311,-25676.7193866468,33821.5842059429,0,-2.4402325703088,-1.85257624074394,0,-0.385455453150335,0.43370868205978,0.271266679639678,-0.00235426412602438,-0.000209577042996963,-7.09800761431048e-05
9010,-25701.1155936444,33803.0460914213,-0.00933086754843791,-2.43889360949713,-1.85433464333269,-7.66838757108904e-07,-0.39065027101152,0.431489783742481,0.277761331463701,-0.00235428520809004,-0.000207709649619275,-0.00107284118056758,-25701.1150270427,33803.0496419904,0,-2.43889529723055,-1.85433638893436,0,-0.39065027101152,0.431489783742481,0.277761331463701,-0.00235428520809004,-0.000207709649619275,-7.28411805675789e-05
9020,-25725.497835675,33784.4939479762,-0.00933853204087326,-2.43755509623423,-1.85609380444776,-7.66031953830343e-07,-0.395854328816462,0.429208711447575,0.284273370529053,-0.00235430951699991,-0.000205817168871194,-0.00107467783318666,-25725.4972883594,33784.4974813818,0,-2.43755675455312,-1.85609557182069,0,-0.395854328816462,0.429208711447575,0.284273370529053,-0.00235430951699991,-0.000205817168871194,-7.46778331866576e-05
9030,-25749.8666862417,33765.9242177614,-0.00934618763506982,-2.43621531434179,-1.85785199988411,-7.65059423317909e-07,-0.401067674898087,0.426864737133835,0.290802955627418,-0.00235433703063282,-0.000203900088797333,-0.00107648984533078,-25749.8661579041,33765.9277337747,0,-2.43621694297332,-1.85785378848716,0,-0.401067674898087,0.426864737133835,0.290802955627418,-0.00235433703063282,-0.000203900088797334,-7.64898453307758e-05
9040,-25774.2221326618,33747.3369104381,-0.00935383268329887,-2.43487426450381,-1.85960922872946,-7.63923086665971e-07,-0.406290352950914,0.424457114294917,0.297350242399068,-0.00235436772656931,-0.000201958898838711,-0.00107827703382008,-25774.2216229915,33747.3404088359,0,-2.4348758631886,-1.85961103801852,0,-0.406290352950914,0.424457114294917,0.297350242399068,-0.00235436772656931,-0.000201958898838711,-7.82770338200727e-05
9050,-25798.5641622594,33728.7320356763,-0.00936146555740756,-2.43353194740502,-1.86136549007162,-7.6262493733352e-07,-0.411522401800449,0.421985077660459,0.303915383131206,-0.00235440158212331,-0.000199994089741286,-0.00108003922096,-25798.5636709429,33728.7355162412,0,-2.43353351589709,-1.86136731949999,0,-0.411522401800449,0.421985077660459,0.303915383131206,-0.00235440158212331,-0.000199994089741286,-8.00392209599936e-05
9060,-25822.8927623656,33710.1096031556,-0.00936908464952389,-2.43218836373091,-1.86312078299855,-7.61167037398363e-07,-0.416763855164339,0.419447842891662,0.310498526547841,-0.00235443857437317,-0.000198006153464942,-0.0010817762345361,-25822.8922890867,33710.1130656758,0,-2.43218990179757,-1.86312263201734,0,-0.416763855164339,0.419447842891662,0.310498526547841,-0.00235443857437317,-0.000198006153464942,-8.17762345360955e-05
9070,-25847.207920318,33691.4696225644,-0.00937668837272401,-2.43084351416769,-1.86487510659829,-7.59551513794952e-07,-0.422014741405005,0.41684460627138,0.317099817590863,-0.00235447868019188,-0.000195995583092912,-0.00108348790780807,-25847.2074647585,33691.4730668338,0,-2.43084502158947,-1.86487697465682,0,-0.422014741405005,0.41684460627138,0.317099817590863,-0.00235447868019188,-0.000195995583092913,-8.34879078080621e-05
9080,-25871.5096234615,33672.8121036003,-0.00938427516166203,-2.42949739940239,-1.86662845995903,-7.57780554541231e-07,-0.427275083273403,0.414174544388698,0.323719397191936,-0.00235452187627652,-0.000193962872741665,-0.00108517407950294,-25871.5091853005,33672.8155294186,0,-2.4294988759729,-1.86663034650517,0,-0.427275083273403,0.414174544388698,0.323719397191936,-0.00235452187627652,-0.000193962872741666,-8.51740795029343e-05
9090,-25895.7978591476,33654.1370559701,-0.00939184347316188,-2.42815002012277,-1.86838084216908,-7.5585640495999e-07,-0.432544897643585,0.411436813818069,0.330357402034843,-0.00235456813917704,-0.000191908517471241,-0.00108683459380757,-25895.7974380622,33654.1404631427,0,-2.42815146564861,-1.86838274664968,0,-0.432544897643585,0.411436813818069,0.330357402034843,-0.00235456813917704,-0.000191908517471242,-8.68345938075622e-05
9100,-25920.0726147347,33635.4444893895,-0.00939939178677151,-2.42680137701742,-1.87013225231692,-7.53781363899806e-07,-0.437824195237721,0.408630550792992,0.337013964307905,-0.00235461744532413,-0.000189833013196068,-0.00108846930036029,-25920.0722104001,33635.4478777277,0,-2.42680279131802,-1.87013417417809,0,-0.437824195237721,0.408630550792992,0.337013964307905,-0.00235461744532413,-0.000189833013196068,-8.84693003602827e-05
9110,-25944.3338775882,33616.7344135835,-0.00940691860527925,-2.4254514707757,-1.87188268949114,-7.51557779961691e-07,-0.443112980341208,0.405754870874312,0.343689211446044,-0.00235466977105639,-0.000187736856596237,-0.00109007805424184,-25944.3334896776,33616.7377829042,0,-2.42545285368321,-1.87188462817869,0,-0.443112980341208,0.405754870874312,0.343689211446044,-0.00235466977105639,-0.000187736856596237,-9.00780542418312e-05
9120,-25968.5816350802,33598.0068382861,-0.00941442245519253,-2.4241003020878,-1.87363215278053,-7.49188047736131e-07,-0.448411250507499,0.402808868613177,0.350383265862099,-0.0023547250926467,-0.000185620545029269,-0.00109166071596549,-25968.5812632651,33598.0101884122,0,-2.42410165344691,-1.87363410774026,0,-0.448411250507499,0.402808868613177,0.350383265862099,-0.0023547250926467,-0.00018562054502927,-9.16607159654901e-05
9130,-25992.8158745899,33579.2617732406,-0.00942190188717899,-2.42274787164472,-1.87538064127402,-7.46674604055809e-07,-0.453718996252274,0.399791617208716,0.357096244666947,-0.00235478338632779,-0.000183484576442364,-0.00109321715146649,-25992.8155185402,33579.2651040006,0,-2.42274919131251,-1.87538261195209,0,-0.453718996252274,0.399791617208716,0.357096244666947,-0.00235478338632779,-0.000183484576442365,-9.32171514664813e-05
9140,-26017.0365835033,33560.4992281991,-0.00942935547647029,-2.4213941801383,-1.87712815406075,-7.44019924268542e-07,-0.45903620073655,0.396702168160524,0.36382825937797,-0.00235484462831697,-0.000181329449285141,-0.00109474723209061,-26017.0362428874,33560.5025394274,0,-2.42139546798405,-1.87713013990397,0,-0.45903620073655,0.396702168160524,0.36382825937797,-0.00235484462831697,-0.000181329449285142,-9.47472320906092e-05
9150,-26041.2437492133,33541.7192129231,-0.0094367818232287,-2.42003922826121,-1.87887469023003,-7.41226518537529e-07,-0.46436283943831,0.393539550916028,0.370579415615429,-0.00235490879484013,-0.000179155662422882,-0.00109625083458216,-26041.2434236982,33541.7225044598,0,-2.42004048416624,-1.87887669068621,0,-0.46436283943831,0.393539550916028,0.370579415615429,-0.00235490879484013,-0.000179155662422882,-9.62508345821572e-05
9160,-26065.4373591199,33522.9217371831,-0.0094441795528769,-2.41868301670696,-1.88062024887137,-7.38296928171459e-07,-0.469698879812252,0.390302772512852,0.377349812786233,-0.00235497586215482,-0.000176963715050279,-0.00109772784107105,-26065.4370483714,33522.9250088739,0,-2.41868424056443,-1.88062226338962,0,-0.469698879812252,0.390302772512852,0.377349812786233,-0.00235497586215482,-0.00017696371505028,-9.77278410710469e-05
9170,-26089.6174006298,33504.1068107587,-0.00945154731639123,-2.41732554616994,-1.88236482907451,-7.35233721990447e-07,-0.475044280937187,0.3869908172163,0.384139543754613,-0.00235504580657262,-0.000174754106605702,-0.00109917813905927,-26089.6171043126,33504.1100624552,0,-2.41732673788464,-1.88236685710552,0,-0.475044280937187,0.3869908172163,0.384139543754613,-0.00235504580657262,-0.000174754106605703,-9.91781390592624e-05
9180,-26113.7838611569,33485.2744434385,-0.00945888379055879,-2.41596681734538,-1.88410842992939,-7.32039492732302e-07,-0.480398993150664,0.383602646152071,0.390948694499186,-0.00235511860448067,-0.000172527336685976,-0.00110060162140655,-26113.7835789345,33485.2776749981,0,-2.41596797683355,-1.88411047092576,0,-0.480398993150664,0.383602646152071,0.390948694499186,-0.00235511860448067,-0.000172527336685976,-0.000100601621406548
9190,-26137.9367281217,33466.4246450203,-0.00946618767819885,-2.41460683092939,-1.8858510505262,-7.28716853504536e-07,-0.48576295767033,0.380137196934396,0.397777343755864,-0.00235519423236229,-0.000170283904961694,-0.00110199818631539,-26137.9364596571,33466.4278563061,0,-2.41460795811847,-1.88585310394266,0,-0.48576295767033,0.380137196934396,0.397777343755864,-0.00235519423236229,-0.000170283904961694,-0.000101998186315383
9200,-26162.0759889519,33447.557425311,-0.00947345770834899,-2.41324558761893,-1.88759268995537,-7.25268434285617e-07,-0.491136106201558,0.376593383289727,0.404625562646054,-0.00235527266681689,-0.000168024311093063,-0.00110336773731525,-26162.0757339071,33447.5606161917,0,-2.41324668244738,-1.88759475524908,0,-0.491136106201558,0.376593383289727,0.404625562646054,-0.00235527266681689,-0.000168024311093063,-0.000103367737315243
9210,-26186.2016310823,33428.6727941267,-0.00948069263641656,-2.41188308811188,-1.88933334730759,-7.2169687847982e-07,-0.496518360530837,0.372970094676204,0.411493414289562,-0.00235535388457903,-0.000165749054646288,-0.00110471018324615,-26186.2013891185,33428.6759644765,0,-2.41188415052893,-1.88933542393839,0,-0.496518360530837,0.372970094676204,0.411493414289562,-0.00235535388457903,-0.000165749054646289,-0.000104710183246146
9220,-26210.3136419544,33409.7707612923,-0.00948789124429595,-2.41051933310697,-1.8910730216738,-7.1800483953079e-07,-0.501909632104413,0.369266195899098,0.41838095340162,-0.00235543786253662,-0.000163458635010506,-0.00110602543824151,-26210.3134127325,33409.7739109913,0,-2.4105203630724,-1.89107510910445,0,-0.501909632104413,0.369266195899098,0.41838095340162,-0.00235543786253662,-0.000163458635010507,-0.000106025438241503
9230,-26234.4120090168,33390.851336642,-0.0094950523404523,-2.40915432330385,-1.89281171214525,-7.14194977597708e-07,-0.507309821591651,0.365480526722462,0.425288225873402,-0.00235552457774831,-0.000161153551315275,-0.00110731342171026,-26234.4117921972,33390.8544655758,0,-2.40915532078772,-1.89281380984167,0,-0.507309821591651,0.365480526722462,0.425288225873402,-0.00235552457774831,-0.000161153551315275,-0.00010731342171026
9240,-26258.4967197251,33371.9145300191,-0.00950217475997232,-2.40778805940304,-1.89454941781346,-7.10269956298017e-07,-0.51271881843257,0.361611901477268,0.432215268335389,-0.00235561400746008,-0.000158834302348621,-0.00110857405831836,-26258.4965149679,33371.9176380789,0,-2.4077890243855,-1.89455152524493,0,-0.51271881843257,0.361611901477268,0.432215268335389,-0.00235561400746008,-0.000158834302348622,-0.000108574058318354
9250,-26282.5677615419,33352.9603512759,-0.00950925736458287,-2.40642054210597,-1.89628613777026,-7.06232439519527e-07,-0.518136500368983,0.357659108666296,0.439162107702935,-0.00235570612912103,-0.000156501386475664,-0.00110980727796949,-26282.5675685069,33352.9634383584,0,-2.40642147457699,-1.89628825440965,0,-0.518136500368983,0.357659108666296,0.439162107702935,-0.00235570612912103,-0.000156501386475664,-0.000109807277969485
9260,-26306.6251219369,33333.9888102738,-0.00951629904263805,-2.40505177211498,-1.8980218711078,-7.02085088307802e-07,-0.523562732958674,0.353620910566114,0.446128760703317,-0.00235580092039827,-0.000154155301557802,-0.00111101301578521,-26306.6249402838,33333.9918762812,0,-2.40505267207408,-1.89802399643176,0,-0.523562732958674,0.353620910566114,0.446128760703317,-0.00235580092039827,-0.000154155301557803,-0.000111013015785203
9270,-26330.6687883867,33314.9999168833,-0.00952329870907551,-2.40368175013331,-1.89975661691854,-6.97830557830486e-07,-0.528997369072004,0.349496042826479,0.453115233383596,-0.00235589835919109,-0.000151796544872499,-0.00111219121208432,-26330.6686177751,33315.0029617233,0,-2.40368261758932,-1.89975875040769,0,-0.528997369072004,0.349496042826479,0.453115233383596,-0.00235589835919109,-0.0001517965448725,-0.00011219121208432
9280,-26354.698748375,33295.9936809839,-0.00953025530534284,-2.4023104768651,-1.9014903742953,-6.93471494422414e-07,-0.534440248370321,0.345283214067541,0.460121520598529,-0.00235599842364423,-0.000149425613033643,-0.00111334181236167,-26354.6985884647,33295.9967045695,0,-2.40231131183593,-1.90149251543441,0,-0.534440248370321,0.345283214067541,0.460121520598529,-0.00235599842364423,-0.000149425613033644,-0.000113341812361667
9290,-26378.7149893924,33276.9701124643,-0.00953716779929483,-2.40093795301539,-1.90322314233124,-6.89010532716359e-07,-0.539891196765569,0.340981105475263,0.467147605477775,-0.00235610109216046,-0.000147043001912512,-0.00111446476726617,-26378.7148398433,33276.9731147141,0,-2.40093875552775,-1.90322529060937,0,-0.539891196765569,0.340981105475263,0.467147605477775,-0.00235610109216046,-0.000147043001912512,-0.00011446476726617
9300,-26402.7174989368,33257.9292212222,-0.00954403518506245,-2.39956417929017,-1.9049549201199,-6.84450292860164e-07,-0.545350025860409,0.336588370395513,0.474193458871627,-0.00235620634341221,-0.000144649206559338,-0.00111556003257829,-26402.7173594091,33257.9322020599,0,-2.39956494937929,-1.90495707503057,0,-0.545350025860409,0.336588370395513,0.474193458871627,-0.00235620634341221,-0.000144649206559339,-0.00011556003257829
9310,-26426.7062645129,33238.8710171644,-0.00955085648289447,-2.39818915639629,-1.90668570675517,-6.79793377824326e-07,-0.550816532368205,0.332103633927298,0.481259038774445,-0.00235631415635254,-0.000142244721125485,-0.00111662756918681,-26426.7061346671,33238.873976519,0,-2.39818989410571,-1.90668786779651,0,-0.550816532368205,0.332103633927298,0.481259038774445,-0.00235631415635254,-0.000142244721125486,-0.000116627569186805
9320,-26450.6812736328,33219.7955102065,-0.0095576307389726,-2.39681288504155,-1.90841550133135,-6.75042370803387e-07,-0.556290497512182,0.327525492515696,0.488344289724955,-0.0023564245102252,-0.000139830038786238,-0.00111766734306496,-26450.6811531298,33219.7984480125,0,-2.39681359042282,-1.90841766800619,0,-0.556290497512182,0.327525492515696,0.488344289724955,-0.0023564245102252,-0.000139830038786239,-0.000117667343064954
9330,-26474.6425138154,33200.7027102737,-0.00956435702520116,-2.39543536593465,-1.91014430294312,-6.70199832712702e-07,-0.561771686403034,0.322852513545026,0.495449142182561,-0.00235653738457401,-0.000137405651664219,-0.00111867932524594,-26474.6424023166,33200.7056264704,0,-2.39543603904707,-1.91014647475916,0,-0.561771686403034,0.322852513545026,0.495449142182561,-0.00235653738457401,-0.00013740565166422,-0.000118679325245941
9340,-26498.5899725866,33181.5926272996,-0.00957103443897217,-2.39405659978519,-1.9118721106856,-6.65268299784244e-07,-0.567259847394273,0.318083234932909,0.502573511878766,-0.00235665275925138,-0.000134972050753433,-0.00111966349179782,-26498.5898697542,33181.5955218318,0,-2.39405724069557,-1.91187428715546,0,-0.567259847394273,0.318083234932909,0.502573511878766,-0.00235665275925138,-0.000134972050753433,-0.00011966349179782
9350,-26522.5236374798,33162.4652712274,-0.00957766210290688,-2.39267658730369,-1.91359892365431,-6.60250281262018e-07,-0.572754711414564,0.313216164725869,0.509717299142795,-0.0023567706144261,-0.000132529725843947,-0.00112061982379775,-26522.5235429763,33162.4681440448,0,-2.39267719608608,-1.91360110429567,0,-0.572754711414564,0.313216164725869,0.509717299142795,-0.0023567706144261,-0.000132529725843948,-0.000120619823797748
